Restaurant,https://www.tripadvisor.com/ShowUserReviewsg293982d2459263r611138258DolphinHaifaHaifaDistrict.html,Date of visit: August 2018, Dolphin ,Middle East,Israel,Haifa District,"Ohiopyle, Pennsylvania","If you're not ""VIP,"" you get no service","The place itself is really dark  depressinglooks like it's stuck in the 60s/70s and as if it hasn't been renovated or repaired at all since it was built aside from the restroom. The ceiling was literally collapsing, old dilapidated pictures hang crooked on the wall, and the decor is totally stuck in a time warp not in a good ""retro"" kind of way. The air conditioning/heating ducts are covered in a thick layer of dust, blowing right above your head and food. All of that could have been forgiven had we received decent service.The appetizers arrived not too long after and were decent.The food is definitely overpriced, with prices much higher than the average prices of better restaurants in more central parts of Israel. The mains were disappointing. The chicken was so dry and overspiced. The fish was alrightnothing to write home about. HOWEVER, it took forever for the mains to arrive. It was the middle of the week and the restaurant was fairly empty, yet we waited over 30 minutes. Anytime we wanted something and tried to call the servers over, they either ignored or didn't notice us. The waitress there was completely apathetic, as if she wanted to be anywhere but there. We had to get up and go get them several times. When they brought the menus, nothing was explained. Not once did they check on us to ask how everything was.What was most frustrating was a group that arrived a good 30 minutes after us received all of their food, including mains, right away. After reading the mix of very negative  very positive reviews here, it is quite clear this is an old neighborhood restaurant with a lot of local regulars who've been patrons of the restaurant for decades. The regulars are a priority  seem to receive excellent service and attention from the wait staff, while the tourists and newbies are relegated subpar virtually nonexistent service. We noticed a reviewer made allegations of racial discrimination, but I would simply call this discrimination against new customers. Really, we cannot understand how this restaurant is still around with such horrible service except that the service for newbies vs. the longtime local patrons is night  day.We are not picky at all and rarely do we feel the need to write a review, but the service was so bad, I would urge anyone to think twice before dining there."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg293982d2459263r597199592DolphinHaifaHaifaDistrict.html,Date of visit: May 2018, Dolphin ,Middle East,Israel,Haifa District,"New York City, New York",overprice food / racial discrimination,"I was with my mom , and We got chicken and Fish, The food was oily and not fresh . Services took for ever and people were quiet passive aggressive . I saw other people getting a much better services that us , We have indigenous features and I believe was racial discrimination issue , That explain the mix review here. I recommend to avoid this place and walk 3 block to the ocean to get cheaper and better food. Thanks for reading"
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg298298d8672722r660991121RestoranNewHollywoodIpohKintaDistrictPerak.html,Date of visit: March 2019, Restoran New Hollywood ,Asia,Malaysia,Perak,"Kuala Lumpur, Malaysia",Chinese Style Breakfast  Pork Free,"Travel with family for breakfast. They offer toasted bread,half boiled egg, curry mee, chee chong fun.Its famous among the local because breakfast selection are chinese kopitiam style and pork free, We will see a lot of muslim goers. Its show the harmony in a multiracial country. My personal favorite is roti bakar toasted bread and kopi peng  ice coffee"
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg298298d8672722r404451160RestoranNewHollywoodIpohKintaDistrictPerak.html,Date of visit: August 2016, Restoran New Hollywood ,Asia,Malaysia,Perak,unknown,best food in town,"a multiracial stalls in a restaurant. very nice food especially for breakfast. should try the char kue teow, chee cheong fun, roti telur goyang and caramel custard. yummy!! and its halal of course. "
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg298298d8672722r359599105RestoranNewHollywoodIpohKintaDistrictPerak.html,Date of visit: December 2015, Restoran New Hollywood ,Asia,Malaysia,Perak,Malaysia,Multi Racial Breakfast,"This place consist of few hawker stalls from multi racial of Malaysia for breakfast or brunch here. You may have chinese breakfast cuisine like chee chong fun, kuew teow soup, fried yong tow foo or Indian food breakfast like capati, roti canai. There is also Malay food like Nasi Lemak, kueh and Pulut Kuning. If you would like to have western breakfast there are roti bakar  half boiled egg request for roti telur goyang."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg190445d1066549r562554691GasthofWeissesRosslInnsbruckTirolAustrianAlps.html,Date of visit: July 2017, Gasthof Weisses Rossl ,Europe,Austria,Austrian Alps,"New York City, New York",Racial Slurs from next table,"We saw recommendation from Trip Advisior and came to this restaurant. We were having a decent meal until a group of jerks  3 of them sat next to our table. They were making idiotic burp sounds like pig that other patrons were looking at them. The 3 jerks did not stopped then they started making racial slur to us like Chink and Kung Fu sound and they sounded so stupid . Since the restaurant was so packed, we could not relocated so we had to hurry to finish our meal . After this incident, I would not recommend this place to anyone that I know."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg189852d2006521r571920526PongBuffeStockholm.html,Date of visit: March 2018, Pong Buffe ,Europe,Sweden,Stockholm County,"New Delhi, India",Racial Discrimination Against Asians in An Asian Restaurant! NonVegetarian Food Despite Requesting for Vegetarian Food,"I went to Pong Buffe last Saturday, March 30th. I feel sorry that I did as I had my 1st experience of racial discrimination in Sweden, ironically at a Thai Asian restaurant. Not just that, their kitchen can't be trusted and the staff is rude, irresponsible and talks as if they are doing a favour by letting people eat in their restaurant. I specifically mentioned that I am a vegetarian but was served chicken soup despite several reiterations from my side while placing the order. Please read below the complete experience of the humiliating experience I had.I entered the restaurant and asked the girl at the counter if I could have vegetarian food, as I am a vegetarian. She said it was possible. We discussed the menu for 12 minutes and she went inside. I kept waiting but when she did return for sometime, so I went inside assuming she must have gotten busy serving other guests. This is what happened then:1 I went inside and sat on a chair when another staff a young boy came rushing to me and told me that I can't sit there in a room full of people. When I asked him the reason, he said it was reserved. When I inquired why I could not see any ""reserved"" sign on the table if that was the case, he went back and the girl who I had spoken to earlier came back and repeated the same. I asked the same question on reservation signs missing. She then said that I can't sit as I have not placed any order which is what I was BTW waiting for as I was hungry. I told her that that's what I would like to do and that the staff should not behave and talk in this way to their guests. I again confirmed that I am a vegetarian and I don't eat even eggs, fish or fish oil and ordered my food soup and fried rice to get started with.2 The same girl came in sometime and plonked a water bottle very rudely and said ""you can have water if you want.""3 The guy who told me earlier that I could not sit there came back with the food I had ordered. I tasted rice and found the rice to be completely bland despite my requesting in advance if they could make it spicy for me. I was still fine thinking that may be that's how rice are cooked there. I then tasted my soup and spotted some weird chunks. I called the same person again to check. He came after a while and confirmed it was chicken. I felt disgusted in my mouth and stomach at that moment. When I confronted him on what was happening  why was I served nonvegetarian food and earlier told that I could not sit  he told me that now indeed I could sit there. Wow, I felt so grateful for being allowed to sit to have food which I abstain from!! I asked him to call his manager so I could speak to him.4 Their manager, David, came and I told him about what had happened. He told me it was kitchen's mistake as they overlooked the note written by the waitress and that I don't need to pay for the food  he repeated this 23 times. I found this to be so funny and outrageous at the same time  I would have appreciated some sensitivity here. He said while he was sorry, humans can make errors and I should cooperate just the way he was cooperating with me! I still don't understand how he was cooperating with me perhaps by letting me in or letting me sit to order for paid food  what a big favour! I told him it was very irresponsible on the staff and kitchen's part to attempt to humiliate their guests and serve them what they abstain from.5 I got up and walked out with my head held high someone who was traveling abroad for the first time would have perhaps very humiliated and embarrassed without any fault of theirs. Clearly my trip to Sweden was marred with this experience and not to mention the pukish feeling I had that entire day."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg35805d6532975r653125193IOUrbanRoofscapeChicagoIllinois.html,Date of visit: February 2019, IO Urban Roofscape ,United States,Illinois IL,Chicago,unknown,Never Again!!!! Racial Hypocrisy!!,"If I could give this place 0 stars, I would. Now this is the second time I've had problems with this place and it will be the last!!! Me and a group of friends and family came here to celebrate a 21st birthday. Before even coming, I emailed a woman named Kayla, who is a hostess at the IO Godfrey. I asked her if there was any kind of list we needed to be on because there was a group. She told me no, but people with table reservations would be seated first. That's understood!! Then, the manager Ashley emailed the birthday girl of our group and told her there is no list, we would be able to come, but it would be standing room only. Ok, that's understood again. As soon as we walk in, they have the door manager BRAD, who was extremely rude from the very beginning, who basically wouldn't let us in because we were a ""large"" group. He said it was policy and on the website, which was his first lie, because I have yet to find the policy and he couldn't even show us. Then, said the space isn't made for large groups to congregate. BUT if we wanted to pay for a table then we could go up and congregate. So you're telling me your establishment is not made for big groups, but if we buy a table you can accommodate a big group Hmmmm how stupid does that sound Now you're lying to me again, BRAD. Then, he said they can't just have us all standing around congregating. I'm sorry, what difference would it make if we all came in pairs of two or four once we were in the lounge, we still would have been socializing together because IT'S A LOUNGE AND PEOPLE SOCIALIZE!!! Then BRAD makes a statement about people not buying drinks. Now we're getting somewhere, BRAD!!! I completely understand it's about money, but for you to automatically assume that because we are a group and we didn't pay for a table, which we didn't want anyway, that we would go up and not buy drinks is extremely insulting. You know what they say about assuming! Like we seriously were here to celebrate a birthday. What would make you think we weren't going to buy drinks So, next we asked for the manager Ashley, just to get clarification and BRAD said she was upstairs and didn't want to come down. Not understanding, if she's a manager why wouldn't she come down That's bad business and customer service on her part. THEN TO MAKE MATTERS WORSE.... as we are standing trying to understand BRAD's logic, he literally let a whole GROUP of 10 people, who I will state were all Caucasian, in to go up right in front of us and guess what!! They didn't have table reservations, because we made sure to ask them as they all were filing in line. But since they knew somebody there, they were allowed to go up. Hmmm now, there is a bigger problem. Oh and interesting enough someone in our party was actually texting Ashley about what was going on, and she stated that she wasn't even on the premises. Hmmmm so who is lying and what is the reason for lying This is my second time having an issue with this establishment and the last. Not wanting to make this a racial issue, but it clearly is and in 2019, people will not tolerate the disrespect. Our group gladly took our money to Sound Bar Night Club and the birthday girl had an amazing 21st birthday. That was your final time, IO Godfrey, and I will make sure to make others aware of how you treat people who just want to come and have a good time like everyone else!"
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg187497d803281r624137660PlaRestaurantBarcelonaCatalonia.html,Date of visit: October 2018, Pla Restaurant ,Europe,Spain,Catalonia,unknown,Racial Discrimination,"We were a group comprising of three Indians and one Italian, and I begin with this because it is imperative to what follows. We had reserved a table online for Pla for dinner at 7:00 p.m. on 7th October, Sunday. We receive an email confirmation and have also provided two separate phone numbers with our booking. So at 6:55 p.m. when we reached there, we find the place empty. We asked the manager/ attendant for our reservation and he pretended not to understand the name in which the booking was made, so we spelled it out for him. He again insists that he doesn't have that booking. By then we are able to see his computer with the list of reservations and we spot our name and his reaction is that, ""oh, sorry this booking seems to have been cancelled"". So we say that we have received a confirmation email and we were not contacted regarding any cancellation and if he could accommodate us anyway. He apologized saying that its according tot he computerised system and they were fully booked despite the fact that till then not a single table had been occupied. Anyway during this time one of us decided to use the washroom and the rest of us stepped out to wait. We realised that his attitude was very strange and yet we did not want to spoil our vacation by arguing with a restaurant manager in another country. One of us went upto him and gave him our piece of mind in English and that how it reflected rather poorly on their service and So we asked him for another recommendation which we found to be extremely third rate and would have never even stopped to see the menu of had we been in our country. Nevertheless we left the place having given our number to the manager/ attendant. Soon after within ten minutes, we got a call from the manager/ attendant saying that the table was available. This attitude was highly shocking as to how the sequence of events played out. Ultimately we concluded that the entire incident was a case of racial discrimination as it was extremely strange as to how the confirmed reservation could get cancelled without us getting any information. I would give this place a zero rating and not recommend to anyone. Irrespective of how the food may have tasted here."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg42763d5456965r578905677ChinaKingExpressTroyMichigan.html,Date of visit: May 2018, China King Express ,United States,Michigan MI,Troy,"Troy, Michigan",RACIAL DISCRIMINATION AT A CHINESE RESTAURANT....,"I HAVE NEVER BEEN RACIALLY DISCRIMINATED AT A RESTAURANT BEFORE. I ordered 3 different items including 8 pieces of sesame balls. In the picture the sesame balls looked fairly big so I paid 4.95 for the sesame balls. I got in return 8 dime sized balls and upon discovery returned the order and asked for a refund. The owners then shouted at me in Chinese, verbally harassed me, and asked me what race I was. I told them I was Korean and they swore at me for being Korean. I am so insulted. I have never ever seen a customer treated so poorly in my life for the restaurant's false advertising. I tried to cancel my entire order due to poor customer service and was denied this request by the owners and kicked out. I have filed a police report for verbal harassment and racial discrimination.DO NOT COME HERE AND PLEASE DO NOT SUPPORT ANY ESTABLISHMENT THAT ENCOURAGES RACIAL DISCRIMINATION!!!"
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg50641d1075172r209193722LongosMentorLakeCountyOhio.html,Date of visit: June 2014, Longo's ,United States,Ohio OH,Lake County,"Willoughby, Ohio",restaurant allows use of racial slurs in the diningroom,"tonight i took my 10 yr old son for dinner at Longo's and was treated to a customer dropping racial slurs in the middle of the diningroom and a manager who not only refused to do anything about it, but defended the other customer's right to stand in their diningroom dropping racial slurs. Longo's you lost a lifetime customer today and i am going to write about my experience on my facebook wall and every restaurant review site. your manager should be ashamed of himself"
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg294013d816341r314955375SaxRestaurantClubAbuDhabiEmirateofAbuDhabi.html,Date of visit: September 2015, Sax Restaurant  Club ,Middle East,United Arab Emirates,Emirate of Abu Dhabi,"Doha, Qatar","Racial discrimination , corrupt security  dodgy managers ","Well I must start by saying don't be fooled by all images that you see on social networks .I Hve been a regular visitor to the Sax club since relaunch , All shocking scenes of this club are at the entrance were you meet corrupt and racial securities guard or bouncers what ever you call them .I have been turned away several times for dress code purely on based on my skin color , where as a bunch of people of different color are let in with t shirts , I get turned down for wearing adidas kicks , watching other people without a proper dress codes or similar type of shoes getting in makes you feel disgusted and leaves you with many whys in your head !!! You ask to speak with a manager , good luck to you !! I work in the hospitality industry , Sax club experience is purely unimaginable ....  "
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg40247d1211604r1783176402244TavernOnVetsKennerLouisiana.html,Date of visit: September 2013, 2244 Tavern On Vets ,United States,Louisiana LA,Kenner,unknown,Smoke and racial slurs,I walked in to order some food was never acknowledged. Sat down near the bar and all you could hear was cursing and racial slurs coming from a patron and bartender telling a story. I understand its a bar and cursing didn't bother me but racial slurs did. After several patrons lit cigarettes we decided not the place for us to eat food. Prolly a decent place for games and drinking but nothing esle.
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg186470d3567690r334781163SteamboatOrientalBBQBelfastNorthernIreland.html,Date of visit: December 2015, Steamboat Oriental BBQ ,Europe,United Kingdom UK,Northern Ireland,"Newry, United Kingdom",Racial Discrimination,"Having previously had a lovely meal here, I called in for dinner with a friend. We were told there would be a 15 minute wait and waited in the sofa area, a few minutes later 3 oriental individuals entered the restaurant and also decided to wait. They were then seated in priority to us, first time I've ever experienced racial discrimination, won't be back."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg188113d1228017r349390046BianchiZurich.html,Date of visit: February 2016, Bianchi ,Europe,Switzerland,Canton of Zurich,"Helsinki, Finland","Food excellent, service sucks,  Racial discrimination","We went on a rainy Saturday pastlunch time hour at about 2:45 pm for a random lunch. At that time the restaurant was quite empty see photos. As tourists, my mother and I would of course wish to sit by the window, which happened to be a 4seat table.We were told by the waitress with black glasses that it is only for 4 people and we were instructed to a smaller table with 2 chairs in the middle of the restaurant, and when I asked for an extra chair to put our belongings, the waitress showed dismay, quite obviously.We ordered lobster spaghetti and seafood spaghetti which was quite good, delicious and perfect temperature.We would be quite satisfied if we had not seen a couple, also without prior booking, walked into the restaurant and took the 4seats window seat. Compared to us they were of a different race, and better dressed than us. I hope this is not racial discrimination because frankly, other than that I see no reason why we were treated differentlyIt is sad because I have thought highly of this restaurant before I came here."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg939991d3931000r600922686SchnappsBarNationalParkVillageManawatuWanganuiRegionNorthIsland.html,Date of visit: July 2018, Schnapps Bar ,South Pacific,New Zealand,North Island,"Auckland Central, New Zealand",Bar manager/security was intoxicated. Kicked us out of the bar based on racial profiling.,"10:30 PMFriday, 27th of July 2018.Bar manager/security was intoxicated.Kicked us out of the bar based on racial profiling. We arrived at this bar after a long drive from Auckland. We only wanted to stop for 10 minutes as we were on our way to Ohakune. We stopped to catch up with our friends who were already there as their accommodation was in National Park for the weekend. As we tried to get in, one of our friends didn't know it was a licensed bar and was consuming a beer. We got stopped at the door, we apologized and went outside. At this point, the person who kicked us out, followed us outside, and started shouting out profanities. He then grabbed my friends drink and started pouring it out while swearing at us. This is when I realized that he was intoxicated. We were shocked and appalled but kept our thoughts to ourselves and apologized again and told him its ok, we will just stay here. He then goes inside, and grabs all our group from inside, including our friends who were already there, and tells us we are not welcomed there and that we are all the same. At this point i realized that all this was racial motivated."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg187147d5014187r316191093RestaurantPastaPizzaCieParisIledeFrance.html,Date of visit: September 2015, Restaurant Pasta Pizza  Cie ,Europe,France,IledeFrance,"West Sacramento, California",racial profiling and terrible service,"The restaurant was full. My wife and I were first in line for a table, but the hostess seated another party ahead of us. Can't think of any reason for this other than I look Middle Eastern. The hostess subsequently seated us.Our waiter ignored us most of the time, didn't know the difference between pomodoro and another sauce on the pasta menu, and he could barely speak French. My wife had to walk up to the bar for our carafe of wine.Food was soso, but the service experience and the apparent racial profiling was unacceptable. I'll never eat there again."
Restaurant,https://www.tripadvisor.com/ShowUserReviewsg294454d8487802r585941736McDonaldsZagrebCentralCroatia.html,Date of visit: June 2018, McDonald's ,Europe,Croatia,Central Croatia,"Singapore, Singapore",Racial discrimination,"Bought 2 special coffee drinks on 8th June 1.30pm by the McCaf along 3, Juriieva ul. We were the first customers and the 2 waitress were practically chatting not doing any work, deliberately making us wait. I thought nothing of that, thinking they were just probably taking a break although in front of customers.Then when I proceeded to take photo of a dessert, I was told off very rudely with a sacarsfic tone and stare no photo!!!. It was just a cake and I only took one shot! There were no signs prohibiting photography and even if it wasnt allowed the waitress could have let us know nicelySuch racial discrimination is a disgrace to this beautiful city and other nice Croatians"
