Hotel,https://www.tripadvisor.com/ShowUserReviewsg154235d3508178r402035548OneXalapaLasAnimasXalapaCentralMexicoandGulfCoast.html,Date of stay: August 2016,One Xalapa Las Animas,Mexico,Central Mexico and Gulf Coast,Veracruz,"Jeffersonville, Indiana",Very racial people,If you are   From the United States they do not like you I came through The lobby to go to my room one night they made racial remarks will not stay here anymore The room was nice and clean the maid came every day when I got back the room was nice but the people at the front desk some of them very very rude.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg49541d236269r589369231BaymontbyWyndhamSmithfieldSmithfieldJohnstonCountyNorthCarolina.html,Date of stay: June 2018,Baymont by Wyndham Smithfield,United States,North Carolina NC,Johnston County,"Wilmington, North Carolina",Displeased guest,"Overwhelmed, compassionate, displeased veteran,  business woman, dedicated and loyal customer, friend, and patron. Grandaughter of a mulitbillionare of which is World War Veteran, niece of Veterans, and parent of welleducated, multiracial quadralingual family."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg35132d224607r601541366HamptonInnMoultrieMoultrieGeorgia.html,Date of stay: July 2018,Hampton Inn Moultrie,United States,Georgia GA,Moultrie,Philadelphia,Horrible horrible service,Horrible horrible service  no one tried resolving the issue i was screamed at talked doen to and had racial slurs said to me while i tried to complain about thr billing issue that occurred with me! The manager was nasty and told me to takr myself elsewhere since i cant be satisfied! I cried due to the way i was treated! I couldnt afford to go anywhere else so i had to stay! I was on a 10day vacation that was ruined by the ignorance and insecurity of people! Its ways to handle all customers and they picked to handle me unprofessionally! I will never stay at a Hampton Inn establishment again!
Hotel,https://www.tripadvisor.com/ShowUserReviewsg54726d248272r660601873Super8byWyndhamMurdoMurdoSouthDakota.html,Date of stay: January 2019,Super 8 by Wyndham Murdo,United States,South Dakota SD,Murdo,unknown,Don't stay here. Racists! Claimed we smoked in our room  charged us 250!,"Got charged a smoking fee but didn't smoke in our the room. The room smelled of smoke when we arrived but since it was so late when we got there and we'd been on the road in a snow storm, we figured we'd deal with it. Big mistake. When I found out I'd been charged a 250 fee weeks later, I called the manager, David and he asked me what race the men were in our party. When I told them black, David claimed that a social media post was made showing a black male smoking in the room and that it had to be us. Really This is called racial profiling David Super 8. We're not friends on any social media. We've stayed at many Super 8's but this was the worst experience I've ever had. A bunch of racists work there. Don't stay there!"
Hotel,https://www.tripadvisor.com/ShowUserReviewsg58732d239895r562009246DaysInnbyWyndhamSeatacAirportSeaTacWashington.html,Date of stay: February 2018,Days Inn by Wyndham Seatac Airport,United States,Washington WA,SeaTac,"Bellingham, Washington",Friendly and Efficient with a Professional staff,"I always use Days Inn Seatac because of my previous good experiences, decent prices, and location.  I happened to check in while Bathieu and Alan were dealing with a very irate and rude customer.  They both kept their cool and professional demeanor, even when the customer addressed Bathieu with a racial slur.  I felt badly for both young men, but they handled a nasty situation in a manner that I don't think I could duplicate."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg50226d9984103r466572969MStarColumbusNorthColumbusOhio.html,Date of stay: March 2017,MStar Columbus North,United States,Ohio OH,Columbus,unknown,Front desk wife,"I have never been more disrespected racially by someone than the owner'sVishnu wife, I don't know her name. We have been staying at m star, of and on between homes and Vishnu has been a nice person all around even when I help him fix a problem on his truck when it was Knights inn. His wife let's white people tell her they're checking out and hands them they're deposit. Or when a white person or elderly black person goes to get coffee by the office she just says hello. So I told my wife that I was going to audio tape my encounter with her while i got coffee and She asked me if I had a room there. Another racial act was when I told her I was checking out she asked me am I ""COMPLETELY"" Checking out and made me wait while she used her twoway to have a worker to go check to see if my things were out the room or if I had trashed the room. I  nicely explained to her how rude it is to disrespect racially and all she said was ok and smiled, like as if she was saying yes whatever I already received payment just leave. Friendly warning to any ethnic race be Leary of the WIFE OF THE COLUMBUS M STAR MOTEL. She is not trying to understand anything you are saying and really doesn't care."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg56855d223186r487780476InTownSuitesNASAWebsterTexas.html,Date of stay: October 2016,InTown Suites NASA,United States,Texas TX,Texas Gulf Coast,"South Houston, Texas",If your not white your outta there,I rented a room for 2weeks and was happy with the room and the price. I had a friend come over and visit and there was another guest staying there giving racial remarks to my friend who is black that other guest was white. We mentioned this the office but nothing was resolved so it continued and my friend ended up knocking the guy out. the hotel had kicked us out and we just rented for a week with deposit. We ended up losing close to 400 but we had told them what was going on but they were not trying to hear us out. This area is a white dominated area so me being Hispanic and my friend black it was useless.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg56003d107718r18487808AmericasInnHoustonTexas.html,Date of stay: July 2008,America's Inn,United States,Texas TX,Texas Gulf Coast,"Tacoma, Washington",This place is a dump,"I booked this using Hotwire as the price was good and it was rated 2 stars and in the same category as a Comfort Inn or La Quinta.  Don't be fooled, this place is no where near the same level as a decent Comfort Inn or La Quinta and I have told Hotwire that.  This place is located in a run down neighborhood.  Upon arrival, there was the local sheriff with someone of a racial minority handcuffed and spreadeagled across the hood of his patrol car.  The motel does employ a security guard, but this guy was so obese that he had trouble getting out of the chair he was eating his dinner in.The night manager was a nice guy with a ""what are you kind of people doing here"" type of look.  The girl at the desk in the morning was rude and got disgusted when we had the temerity of asking her to refill the Orange Juice while she was engrossed in her novel.  The coffee maker was broken so we did without.The rooms were wellworn, but seemed otherwise clean, though we did not test this theory, instead preferring to sleep on top of the bed and not underneath the sheets.  Unless this is the only place in the entire Houston metropolitan area with a vacancy, do not stay here!  And even then, I would probably drive elsewhere."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg274714d6354200r312575498HostelJohnGaltBrnoSouthMoravianRegionMoravia.html,Date of stay: September 2015,Hostel John Galt,Europe,Czech Republic,Moravia,"Castle Donington, United Kingdom",Place to crash...then fly home..,"In the eastern Czech Republic, at a weekend international event in Bystrice nad Olsi. Took the train back to Brno, with a couple of days to enjoy before my Wednesday flight home and needed a friendly place to stay, close  literally 5 minutes walk  to Brno hlavni nadrazi  central station. John Galt ticked the boxes.....but I couldn't find it, despite having a street map. Local pedestrian walkways are labyrinthine, but my sharp eyes finally saw the word 'Hostel' on a doorbell!  Soon inside, in the lift and greeted warmly on Reception. Nice 4bed room and super multiracial partners...took all of ten minutes to get to know them all. A negative was a broken rung on one of the bunk ladders, needing a chair to go 'upstairs', but that apart, the room  bunks were clean and comfortable.     Reception also served as a breakfast  coffee room, with comfy sofa chairs to relax in. Staff on duty chopped and changed, but all had one thing in common...friendly and helpful. Especially after having a little accident in the town, having a tumble and...rupturing my left Achilles' tendon!  But we coped and my memories of Brno and Hostel John Galt remain positive. I'll probably be able to walk again, one day!"
Hotel,https://www.tripadvisor.com/ShowUserReviewsg187497d4353534r175049651SerenityGoticHostelBarcelonaCatalonia.html,Date of stay: March 2013,Serenity Gotic Hostel,Europe,Spain,Catalonia,sheffield,let down by night staff,"First night here went off mainly without a hitch, the rooms were ok for a hostel, but the lack of decent heating meant that it was absolutely freezing at night. our main issue with the place came from the night porter, who was both aggressive and racist and meant that every time we came back to the hostel we were met with racial slurs and abuse and were left wondering if he was going to follow us back to our rooms which he did in fact do once. I wouldn't suggest going there if you are English as he seems to have some problem with us and put a sour edge on what is otherwise a beautiful city."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg187791d776335r187188250PapilloHotelRomeLazio.html,Date of stay: December 2013,Papillo Hotel,Europe,Italy,Lazio,"Singapore, Singapore",Rome trip,Crap service. Lousy staff. Obvious racial discrimination. Lousy location. Poor and slow service. Cannot stand such incompetent service staff. If they were in Asia.... Their business would fold in a month.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg207338d293407r665867202HotelTheOriginalsBordeauxAirportMerignacBordeauxGirondeNouvelleAquitaine.html,Date of stay: April 2019,Hotel The Originals Bordeaux Airport,Europe,France,NouvelleAquitaine,unknown,Terrible,Booked for one night because of an early morning flight. Was asked to leave after checkin because the staff considered a black women travelling alone must have some illicit business. This is just gender and racial stereotyping that is not expected in today's society. Very disappointed in The Originals hotel group.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg34877d7392737r502812046FairfieldInnSuitesAtlantaCummingJohnsCreekCummingGeorgia.html,Date of stay: July 2017,Fairfield Inn  Suites Atlanta Cumming/Johns Creek,United States,Georgia GA,Cumming,"Atlanta, Georgia",3 night stay...Overall disappointed,"As travel agents that travel very often for business and pleasure both in the US and abroad, I must say that we were disappointed in this Fairfield Inn. At checkin the young lady was very nice and welcoming, but the guy that was assisting her was very unfriendly as was one of the other ladies while we were there. They would not speak or smile at any point. We even passed by the front desk on one occasion and heard a conversation between the guy and a guest where the guest was saying how unsegregated the area has become and its not what he was used to in this area. Smh. So if you plan to stay here, please know that this is Forsyth County Gasimply google it with a very small AA population less than 4 and a history of some extreme racial tension, so we were not suprised at all by his comments or the overall lack of friendliness during our stay.The room was much smaller than expected and had no sofa or loveseat as the pictures showed when we booked it. The AC unit is one of those older model ones that sits under the window and is controlled by the thermostat on the wall. It didnt cool very well or circulate throughout the room. It was VERY loud....so loud that we had to have the tv volume at 25 to hear over it. And it was difficult sleeping through the noise especially if you are accustomed to a very peaceful nights sleep. The cleanliness of the bathroom was disappointing. And when we arrived, one of the pillowcases had a large amount of dry blood on it!! We left the pillow on the floor for housekeeping to take with them the next morning, however when we returned the following day housekeeping had put it back on the bed when they came to ""clean""!!!! I called to notify the front desk, and because the lady very nice and apologetic was alone down there I had to get back dressed and go down to get a clean pillow. The pool was very small, almost like a large hot tub. We did not bother with getting in. Overall, for the price of about 175 per night total there are definitely much better choices in the area. Go a few exits up 811 on the Fulton County side for nice accommodations, more welcoming environment, and a better value. We will not return, or recommend this hotel to any of our clients.  "
Hotel,https://www.tripadvisor.com/ShowUserReviewsg35348d79535r585976833DaysInnSuitesbyWyndhamWarnerRobinsNearRobinsAfbWarnerRobinsGeorgia.html,Date of stay: June 2018,Days Inn  Suites by Wyndham Warner Robins Near Robins Afb,United States,Georgia GA,Warner Robins,unknown,"Bitter Sweat ""Too many blacks!""","Initially glad to have several warm local encounters UNTIL racial pool occurrence. All swimming happily, myself and spouse included, were black.  Strange older white woman approaches and ask "" What's your room "". She didn't ID herself as management and it wasn't until after some disclosed personal info of room  that she explained concern about unwelcome local  kids sneaking onto property for a swim. We were all adults and paying customers. One person said their number and she replied, ""All of you"". She assumed we were together. I felt unsafe for several reasons. 1 I may have looked like I was with the other occupancy but just because I was same color doesn't make this a fact. I did not want to disclose my room number to them. and 2 I did not want to disclose my room to her. She was a stranger as well. And, with Georgia being at the top of list for sex trafficking, I had no interest in disclosing my personal whereabouts since her intentions were not clear yet. My husband was traveling on business and during day I was left alone at hotel. I didn't want uninvited guest.  Later my husband identified her as someone from front desk. Why didn't she recognized me he asked. Everyone swimming that day concluded same idea.  If all white folks were in the pool, no questions would have been asked. Simply too many blacks in one space at one time having fun. That made someone nervous. Thinking back, I recall white visitors on balcony towel in hand looking like they were missing out. I understand she has business concerns to prioritize but perhaps she should take this up with pesky locals not pay customers. Suggestion: Maybe a pool wristband would help. That way visitors can enjoy without harassment. rm204"
Hotel,https://www.tripadvisor.com/ShowUserReviewsg31522d76111r451878324Super8byWyndhamConwayConwayArkansas.html,Date of stay: January 2017,Super 8 by Wyndham Conway,United States,Arkansas AR,Conway,unknown,Really bad service,"The rooms looked nice and clean from the last time I visited here some months ago.. but the front the front desk check in was very rude at around 2am, after traveling for some hours, I came to check in and she acted as if she didn't want to give me the room. She looked disgusted, and didn't smile not once and had this really horrible attitude. Upon my check out the other front desk attendant was rude as well and I heard her talked down upon her coworkers. My race is African American and she refused to look me in eye, but when this causcian walked in her attitude completely changed. I feel like that was racial discrimination and I really should report this to Wyndham Corporate."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg31262d73531r600534017HamptonInnLakeHavasuCityLakeHavasuCityArizona.html,Date of stay: July 2018,Hampton Inn Lake Havasu City,United States,Arizona AZ,Lake Havasu City,unknown,Worst ever treatment of customers," Room had bugs. When I brought it to the attention of a receptionist by the name of Carol, she disrespected me and my colleague felt like there was some racial bias there Breakfast items werent fresh Paid 40 additional for the Escape package. The receptionist didnt know what that was. Didnt receive any of the package amenities such as Premium Internet or 10 toward inhotel store purchase. Instead all that we were offered was a measly 5000 points for the inconvenience  This hotel staff have an air of attitude considering that they are probably the only major hotel chain in or around Lake Havasu Wouldnt come back"
Hotel,https://www.tripadvisor.com/ShowUserReviewsg297967d575611r512756936GrandSekerHotelManavgatTurkishMediterraneanCoast.html,Date of stay: August 2017,Grand Seker Hotel,Europe,Turkey,Turkish Mediterranean Coast,"London, United Kingdom",4 night birthday holiday,"I stayed at this hotel with my sister for 4 nights. To begin with i'd like to be clear that i am in no way racist... if you are black DO NOT STAY HERE or even land at Antalya International airport... THE AIRPORTWhen going through passport control, there were 5 different queues; Disabled passengers2 for Turkish citizens2 for E passportsNo one knew which to stand in until a security officer came out and told us to queue anywhere so we did. We queued for 30mins in the shortest queue which was for disabled passengers. Once we got to the desk the woman behind the desk asked us for our visas which we didn't know we needed. I explained i wasn't told to get one to which she sucked her teeth, rolled her eyes and pointed us to the left with a snap. So we went to the office that she directed us to and i explained that i needed a visa but only had Turkish liyra. She made out she didn't understand and that i couldn't pay in liyra only euros and dollars. I asked her where i could take out the correct money and she shooed me off. So we went looking for a cash point and couldn't find any... i decided to go to the window next to her and ask again and was able to obtain a visa for 120tl make sure you have your visa before travelling I'm not entirely sure if everyone had to but i did once i got back to my sister she explained that whilst i was walking away the woman was flapping Turkish liyra around whilst pulling faces so she knew i could pay in tl... from the moment i arrived in the airport i was met with racial hostility from staff. Because of all of this we missed our shuttle but luckily, a gentle man was able to take us.ARRIVALThe hotel was almost an hour away from the hotel. Once we arrived at GS we were met by 2 lovely hospitality staff; a young man who looked like MJ and another older man unfortunately i was too exhausted to get their names. We were then taken to our rooms in a slightly run down lift that spoke weirdly once we reached the 4th floor. There were buggies and prams in the corridors which sometimes got in the way of traveling around the hotel.ROOM STANDARDSOur room was standard but not 4. The bathroom light made an electrical buzzing sound when you turned it off as if it were to explode and the main shower head churned violently when you turned it on and constantly dripped if you used the smaller shower head instead. The shower doors were a little worn and by our 2nd day one had unhinged.The floors in the room weren't mopped for the duration of our stay but the room in general was very clean. The beds were like sleeping on the floor with absolutely no bounce to provide a decent sleep unless you were wasted. We went to the beach on the 2nd day and i noticed my hip was stinging where the bed sheets had scratched me and i ended up with scale like cuts. The bed was awful. There were 2 plug ports one across the room and the other in the wardrobe so i had to sleep away from my phone which made turning my alarm off very difficult.To get away from all of the German and Polish people who constantly starred, laughed and pointed at us, we stayed in our room most evenings although that was a difficult task. In the hotel manual it states that they have tv channels in several languages; this was false, everything was either in Turkish, Polish or German. Everything from avengers, comedy central, cartoon network, csi and the big bang theory. There was absolutely NOTHING to watch so we ended up paying 24tl for wifi that barely worked. I called reception to ask and they confirmed there were no english channels; we went to the shop and got a pack of uno cards. The air con was a huge nuisance, trying to find a decent setting was a nightmare so we would often wake up super dehydrated or shivering. The minibar was stocked with 3 bottles of water. The room had a decent sized balcony but it faced another hotel and a short road, however it was pretty handy because they played decent music occasionally and made a nice background for photos. If you looked completely far right you could see mountains in the distance and to the far left the sea.FOODThe food was always the same, although there was a small menu that was given to us on a hotel timetable which was really handy which had specialities on different days but that wasn't the case. The food was out so there were often flies buzzing around or stuck to the food so you had to be careful what you were eating. The catering staff and waiting staff were lovely... waiting to het food was difficult especially if you have O.C.D because there were so many kids running around using their hands and coughing around the food, their parents didn't seem to care much. There was an freshly squeezed orange juice table; i walked past and could smell a mildew kind of smell, when i looked into the bowl half of the oranges were rotten. The juice costed 1 for a glass. The meal schedule for fully incl was breakfast, lunch, snacks burger  chips, dinner and midnight soup which was whatever was left over; so chicken soup after roast chicken at dinner etc. The juices tasted like they were spiked with vinegar so we stuck to chips and Fanta or 7up. Most days we had to go to the local restaurant to eat because we didn't enjoy the hotel meals and so we were starving!Make sure you get your alcohol at duty free as the drinks served were not nice at all.On a positive note, my sister managed to get a table dressed for my birthday breakfast which was really lovely.POOLS, ENTERTAINMENT AND SPAThere were 3 pools; main pool with slides and bar, medium sized pool and paddling pool. They were checked regularly by specialist staff so i was very happy with that. The pools were always packed but when the children came over it was pretty busy. The entertainment was terrible and we heard the same activities at least 3 times whilst we were there. Again we didn't join in due to the starring and children running scared of us.The spa therapist who was hounding us was very irritating. We were sun bathing and he came over and started a conversation which then proceeded into a demonstration totally get that he has to promote the spa but he often disturbed us. We finally gave in and asked for prices although i had wanted to get treatments done on my birthday. He explained the prices which he said was 30tl35tl he asked us to add it up so we did but  apparently it equalled 50tl instead, he was anxious to book us in and asked us again the next 2 days until it was uncomfortable seeing him.OTHER FACILITIESIn the hotel there are a few other services;A little shopOpticiansHair salonSpaSouvenir shopBag shopClothes shop super expensive almost 8 32tl for a sarong and the man was very rude and impatient because he couldn't understand mePhoto memorabilia we purchased a plate for 65tl but you may have to order it straight away as it takes 24hrsDiscoTHE BEACHThe beach was a 10min walk from the hotel. It had different sections for different hotels. There was food left on the side uncovered for guests and several birds were just pecking away. You would only see ""the beauty"" of it on alecarte evenings which i still wouldn't attend because the food is constantly left out. The sections had a large amount of loungers, some that were under a mass shelter and others that were dotted around closer to the sea which was good. The beach was relatively clean until you got to the end.THE AREAThere strip is very long with numerous shops selling pretty much the same thing. There are 3 or 4 convenient stores which would as you where you were from in a ""friendly"" way so they could bump the prices up if you said London. They sold lots of haribo, pringles and mms but nothing else familiar other than those.There were 3 main restaurants close to the hotel; a grotty looking kebabish, a slightly pricey shisha restaurant and a casual restaurant called Saray Restaurant owned by a lovely man. The food was quite nice especially the pizza and the service is lovely! A margarita pizza is 12.Further down to the right is a small shopping centre full of eager salesman that hound you as you walk past asking where you're from. They don't accept bartering so its best to look around the whole centre for better prices.If you fancy kfc or burger king you're looking at 1530 min taxi drive as the hotel is nowhere near the city!!!CHECKING OUTChecking out was awful. We were expected to stay all day without a shower. We checked out at 12 and our shuttle wasn't arriving until 7pm. We asked for a day room to freshen up before traveling home and we were directed to a single shower that had a missing shower door so water went everywhere. I paid for my wifi but i had my last day included so i could make contact with people especially as it was my birthday, however my wifi wasn't working. When i went to reception and explained the situation they said i had checked out so i had to go to the manager and demand that i had access to the wifi or my money back.Overall i will NEVER stay there again, its not 4 and not worth the money i spent."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg30226d72929r648714229BestWesternMountVernonFtBelvoirAlexandriaVirginia.html,Date of stay: January 2019,Best Western Mount Vernon/Ft. Belvoir,United States,Virginia VA,Alexandria,unknown,Racially Harassed by Staff and guest,"Awful treatment. The manager allowed other guest to make racial and harassing comments to me while these guest were blocking me in my room at the rooms door. The hotel security was standing watching them harassing me and they did nothing to stop it. The other guest were repeadily calling me a white bith at my door when a member of the hotel staff brought me a new room key to a different room because the neighbors were harassing us threw the walls for absolutely no reason. After going to a new room that was not very clean and not what I booked, I called the manager to discuss the room and the harassment. She spoke over me and did not allow me to speak. When I told her that I felt the need to call Best Western Corporate, she told me I had to leave and said she was calling the police. As a very law abiding citizen and someone who only treats people kindly, I did leave because I dont need to be involved in that. She also refused a refund after she made us leave due to my worries of being racially harassed and approached aggressively by other said guest. Im very glad that the hotel has video surveillance cameras near the door of my original room and vehicle that was parked outside. The videos will be extremely useful."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg1142455d1185234r247773775SchwarzwaldHotelGengenbachGengenbachBadenWurttemberg.html,Date of stay: December 2014,SchwarzwaldHotel Gengenbach,Europe,Germany,BadenWurttemberg,mumbai,"lovely hotel,not so lovely reception staff. 20thdec to 24th dec 2014","let me begin by saying that this is an absolutely lovely ,comfortable , value for money hotel. it is located across the river with wonderful views of gengenbach,slightly away fom the gengenbach oldtown centre but a very easy walk , the rooms are spacious ,the beds comfortable,breakfast adequate.in short this hotel has everything going for it except,it has the worst reception staff in the world.there is a lady called frau martin and I would advise future travellers to this property to stay clear of her.she is cold un cooperative and has absolutely no idea how one should conduct oneselves in the hospitalitly industry. she caused me immense discomfort in many ways . firdt of all she was always making faces rite thru the 4 days I stayed there. secondly I just needed a siple thing done like calling one of the mobile companies in Germany and getiing my pin for the sim card. I don't speak german or would have done it myself, she made such a ig deal out of it and in the end did not do it and even misguided me that it cannot be done on the phone . ultimately I got someone else to help my from a shop and got it done on the phone.now to some more serious matters. I had a booking here only for 2 days and I wanted to extend for another 2 days as I absolutely loved the hotel inspite of our dear friendly lady she tells me there is no chance of extending as they are totally sold out this was at 8 pm before the day I had to check out. so I packed up all my stuff and was ready to check out next day after breakfast. I saw a more approachable lady at the reception and asked her if I could extend. and surprise surprise she said of course I could.as there was room in the hotel. as if this was not enough frau martin caused further trouble for me I am sure intentionally since I was cxhecking out early on 24th dec moring I went to settle my bill on 23rd night itself.i was utterly dismayed to see frau martin at the reception I suspect the feelings were mutual I requested her to do the billing and as I never check I paid the 576 euroes by amex card which she asked for without a thought and went to my room.just by intuition I checked the bill once in my room and no surprise frau martin had charged me 42 euroes extra. I went down and pointed out her error which she was not willing to admit for atleast 10 minutes.then I gave her the day by day break up and showed my booking copies to her again.she cancelled the transction and charged my card again for the correct amount.as my account is in rupees amex charged me quite a sizeable amount as foreign exchange difference which I had to pay for no fault of mine. thre was another lady at the reception when I checked out,and just becose I forgot the card key inb the room slot she gave me such a dirty look as if I had commited a serious crime. all aspects of this hotel are very very good,  even the price is definetly worth the hotel. would highly recommend staying here if you can stay clear of frau martin. I hope the management realizes that they truly have a really nice hotel and should make the most of it by keeping appropriate staff who are suited for the job. the hotel has an indoor pool and freee wifi which works pretty well. the room also has an heater and a clothes drier in the bathroom. I have travelled all over Europe but never seen staff which goes out of its way to cause problem to its guests. since no other guests have seemed to complained about this earliear reviews I suspect there may be an racial shade to this treatement as we are from india."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg1599559d1048931r552592251BanyualitSpanResortLovinaBeachBulelengDistrictBali.html,Date of stay: January 2018,Banyualit Spa 'n Resort,Asia,Indonesia,Bali,"Seminyak, Indonesia",Discrimination,Nice hotel reasonably priced and good garden. Staff helpful but not really trained to international standard. Could not eat in garden restaurant because of contractors coming. I found racial attitude offensive  my Indonesian colleagues got deliberately smaller portions  cup instead of pot of coffee for same price. confirmed kitchen policy. meals came out in dribs and drabs.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg32117d4507733r283666128CollinsLakeRecreationAreaBrownsValleyCalifornia.html,Date of stay: June 2015,Collins Lake Recreation Area,United States,California CA,Browns Valley,unknown,Doesn't enforce rules lets loud people keep everyone up until 3:00AM,"We decided to take our four boys camping for the weekend and we were excited about visiting Collin's Lake for the first time. We had read other rebiews about loud campers but didn't think it would be a big issue. It was! Our neighbors a large group shined a bright light into our tent, yelled and played loud music until past 3:00 AM. When they were asked to be quiet, they laughed. It took until 2:00 AM for any park employee to come out. After he left they used racial slurs, cursed and said they were going to get their money's worth. He came again after 3:00 AM. They laughed about him getting overtime. Nothing was done. We complained the next day and were offered a new site. We declined and left. We talked to a dad at the playground who had a similar issue on the other side of camp. Apparently it seems to be a known thing that you can be loud, rude and inconsiderate and nothing happens. This creates bigger issues. Also dogs on the beach in the swim area when the sign clearly said no pets. Three employees walked by and didn't enforce. Once again, people will do whatever if rules aren't enforced. Will never go again and will tell everyone not to go. But don't worry the people that are rude will keep coming back and bring lots of friends."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg293732d1019409r649708758IbisCasablancaCityCenterCasablancaGrandCasablancaRegion.html,Date of stay: January 2019,Ibis Casablanca City Center,Africa,Morocco,Grand Casablanca Region,"Jeddah, Saudi Arabia",Terrible service.,"The service in this hotel is horrible! Just avoid it in the future as there are so many choices nearby. The front desk guys were cold and impatient. They refused to recognize my silver status membership; we were charged extras without shown any official receipt I filed a complaint to Accor but still have not received the receipt after 3 weeks.; they offered cash exchange service but refused to change even only 200USD for us. When we were leaving negative comments in Booking.com, we were shocked to find out that the hotel is notorious for providing poor service and overcharging especially towards Asians China, Japan, Korea, Malaysia, etc.. I guess racial discrimination is the worst comment that a hotel could ever receive."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg29734d98399r568543971TravelodgebyWyndhamAbseconAtlanticCityAbseconNewJersey.html,Date of stay: March 2018,Travelodge by Wyndham Absecon Atlantic City,United States,New Jersey NJ,Jersey Shore,unknown,Do not stay here!,"The night we checked in, we went to our room. The elevator looked old and buttons were broken.  Our floor smelled like smoke.  The door to our room did not seem secure. The lock was loose.  The room smelled like mold and the carpet had weird stains. The faucets were rusted.  Even though we were in a non smoking floor, the bathtub had cigarette stains on it.  There is a microwave in the room however looked like it was just thrown in to cover a hole. It was even unplugged and when we went to plug it, the plug wouldnt reach the wall.  We had to take it down, put it on the floor so we could plug it while we heated up some food. The so called gym was a total joke. The elpticas machine had wires coming out of it and the plastic cover for the motor was broken and in the floor. The Nautilus machine had all the cables and pulleys broken on the floor. The next morning we had an eh breakfast.  Coffee tasted like dirty water. There were dead flies on the floor by the window. As we went back to the room, I saw a guest causing a commotion yelling and cursing at the clerk with racial connotations which scared my kids. I thought to myself, what kind of people stay here Well from this experience, very questionable people at best.  The overall cleanliness of the hotel is poor. The overall cleanliness of the room is poor. We sucked it up because it was only 2 nights and there was no vacancy elsewhere. Will NOT stay here ever again."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg303881d3827171r188855384JohnsCottageHomestayMunnarIdukkiDistrictKerala.html,Date of stay: December 2013,John's Cottage Homestay,Asia,India,Kerala,"Auckland Central, New Zealand",Owner aggressive and frightening,"I travelled to Munnar with my Mum in October and we were dropped off at John's Cottage, with no reservation. We decided we didn't want to stay as the room was damp and dank and immediately John and his friend became extremely angry, and verbally abusive towards us. John is a large man and stood in the doorway to prevent us leaving and demanded full payment even though we had not reserved. He was aggressive, intimidating, coming close up to us and would not let us leave without paying. Even after paying we had no choice he continued to shout abuse including racial abuse. As two female travellers we felt frightened by John and fearful for our safety."
Hotel,https://www.tripadvisor.com/ShowUserReviewsg186394d8457485r420067181BudgetHostelNewcastleuponTyneTyneandWearEngland.html,Date of stay: September 2016,Budget Hostel,Europe,United Kingdom UK,England,"Burnley, United Kingdom",Disgusting!!!!,"What an absolute disgusting place off a hell hole.. The staff were rude, some of us suffered racial abuse from staff.. We had a rat in of the rooms, the best sheets had only what i could describe as seamen on them... Avoid at all cost! Would rather sleep in a tent in syria"
Hotel,https://www.tripadvisor.com/ShowUserReviewsg673348d6621025r227364975ApartahotelSanMarinoSantJosepdeSaTalaiaIbizaBalearicIslands.html,Date of stay: September 2014,Apartahotel San Marino,Europe,Spain,Balearic Islands,unknown,"DO NOT STAY HERE , WORST PLACE",Went on holiday with a few friends and were greeted with rude staff that could speak English but decided to mutter in Spanish with their colleagues. The room sizes are reasonable however air condition was terrible . The cleaners refused to clean our rooms and we were provided with dirty plates to eat with. Staff were very disrespectful and did not like to help us on activities they had running. Breakfast was finished every morning by 9.30pm. Wifi is NOT available they lied and said it is. Staff also made a lot if racial comments . Please be aware of this hotel and do not stay there are many hotels 10 minutes away who care fir you and also help you.
Hotel,https://www.tripadvisor.com/ShowUserReviewsg29533d95127r622477900Super8byWyndhamAdrianAdrianMichigan.html,Date of stay: September 2018,Super 8 by Wyndham Adrian,United States,Michigan MI,Adrian,unknown,GM double charged me because she did not like our original rate. Girl on the accidentally cancelled our reservation.,"Thank god for the front desk manager, Erik, insuring we had a room and fixing the problem. I even overheard the GM using several racial slurs. Lobby was dirty every time we walked through. WILL NOT BE STAYING AGAIN"
