date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2012-11,41688,93,46,46,84,45,38,84,29,84,44,0,84,84,18,84,18,70,18,60,7,18,38,89,18,16,18,18,18,84,56,75,42,18,18,61,32,83,18,100,86,0,18,18,13,18,18,13,18,18,29,18,18,31,77,0,18,18,32,18,17,50,96,60,19,45,38,38,25,85,18,64,19,51,86,34,16,70,56,18,76,33,26,38,63,68,43,25,38,60,48,71,41,48,59,18,18
2012-12,59286,97,41,46,87,97,46,87,14,87,72,0,87,87,35,87,35,78,35,78,6,35,68,86,35,39,35,35,35,66,47,77,46,35,35,52,37,67,35,66,63,15,35,35,13,35,35,66,35,35,28,35,35,52,100,0,35,35,31,35,22,25,82,69,19,44,25,25,37,75,35,56,46,42,63,45,41,42,27,35,23,66,89,25,65,67,17,25,37,60,47,40,100,38,47,35,35
2013-01,41050,99,44,44,86,38,66,86,19,86,35,0,86,86,17,86,17,84,17,38,7,17,77,79,17,67,17,17,17,42,42,65,54,17,17,70,63,97,17,21,71,29,17,17,20,17,17,38,17,17,0,17,17,59,61,0,17,17,60,17,27,31,62,70,53,21,95,95,0,32,17,72,53,48,70,21,23,40,66,17,50,100,35,65,53,53,41,16,36,44,0,39,95,46,100,17,17
2013-02,26785,90,61,33,78,58,56,78,49,78,30,47,78,78,18,78,18,50,18,40,5,18,63,84,18,56,18,18,18,73,60,63,42,18,18,56,55,59,18,0,44,45,18,18,20,18,18,27,18,18,29,18,18,38,58,0,18,18,32,18,62,100,44,50,28,68,25,25,38,34,18,70,9,52,44,11,83,0,28,18,100,73,16,70,73,79,44,34,76,84,24,31,20,58,59,18,18
2013-03,57790,100,58,29,89,44,74,89,26,89,39,0,89,89,0,89,0,88,0,89,8,0,56,94,0,28,0,0,0,55,43,84,51,0,0,61,53,95,0,29,51,67,0,0,18,0,0,36,0,0,0,0,0,33,72,0,0,0,0,0,50,67,43,40,0,30,90,90,57,45,0,74,42,100,51,30,22,63,25,0,96,59,43,56,84,60,62,45,68,100,85,46,18,61,42,0,0
2013-04,55800,95,59,39,73,95,89,73,29,73,50,0,73,73,0,73,0,39,0,0,8,0,55,72,0,100,0,0,0,60,47,84,76,0,0,56,64,76,0,54,64,0,0,0,20,0,0,45,0,0,0,0,0,24,66,0,0,0,31,0,60,81,72,63,55,0,73,73,49,49,0,74,100,59,64,66,64,27,81,0,52,84,97,67,100,22,67,33,49,90,69,30,39,66,69,0,0
2013-05,49295,99,42,36,84,64,100,84,22,84,33,0,84,84,0,84,0,89,0,36,8,0,34,69,0,43,0,0,0,45,54,70,70,0,0,44,39,57,0,40,86,54,0,0,18,0,0,36,0,0,0,0,0,19,54,0,0,0,58,0,41,60,47,27,51,20,23,23,46,46,0,52,8,34,85,20,22,25,25,0,62,72,53,51,78,82,47,68,34,88,0,18,46,96,43,0,0
2013-06,35481,89,62,23,79,63,55,79,22,79,33,0,79,79,16,79,16,79,16,35,6,16,39,64,16,0,16,16,16,10,25,50,37,16,16,33,39,74,16,79,88,67,16,16,17,16,16,30,16,16,26,16,16,16,42,0,16,16,28,16,60,37,74,44,25,50,33,33,0,45,16,68,17,66,88,40,81,62,50,16,27,65,70,33,54,30,31,37,78,78,0,54,27,77,31,16,16
2013-07,48750,94,39,27,73,70,53,73,49,73,67,0,73,73,15,73,15,66,15,65,7,15,78,63,15,26,15,15,15,46,23,72,60,15,15,31,41,69,15,46,70,0,15,15,19,15,15,100,15,15,0,15,15,33,48,0,15,15,53,15,42,55,87,62,31,19,42,42,21,21,15,79,23,74,69,47,69,35,92,15,26,72,75,47,70,47,36,69,63,70,78,25,34,32,59,15,15
2013-08,38691,87,64,16,63,58,53,63,28,63,24,0,63,63,0,63,0,52,0,81,8,0,76,67,0,19,0,0,0,32,23,63,34,0,0,26,36,75,0,54,41,49,0,0,17,0,0,33,0,0,23,0,0,32,59,0,0,0,0,0,50,40,64,32,15,36,41,41,31,34,0,77,23,60,41,36,20,34,45,0,49,59,43,56,51,27,42,34,82,53,77,33,16,55,0,0,0
2013-09,29533,87,30,21,71,64,69,71,12,71,23,0,71,71,0,71,0,55,0,48,9,0,60,74,0,25,0,0,0,13,26,86,33,0,0,30,46,74,0,53,44,24,0,0,18,0,0,43,0,0,0,0,0,6,72,0,0,0,0,0,32,40,42,55,37,18,20,20,30,34,0,71,7,74,44,36,39,56,33,0,24,68,46,50,67,36,48,54,20,96,38,32,24,15,28,0,0
2013-10,48319,91,55,73,79,67,84,79,46,79,35,0,79,79,0,79,0,86,0,47,8,0,49,84,0,50,0,0,0,71,35,72,53,0,0,31,45,57,0,52,82,12,0,0,17,0,0,48,0,0,23,0,0,11,52,0,0,0,51,0,36,33,59,55,37,36,70,70,20,13,0,50,45,73,82,27,84,66,55,0,36,26,25,90,56,62,34,67,60,66,0,16,16,15,46,0,0
2013-11,41272,97,34,32,100,72,88,100,43,100,47,0,100,100,14,100,14,100,14,80,11,14,50,93,14,19,14,14,14,45,19,48,58,14,14,33,39,78,14,53,93,0,14,14,21,14,14,43,14,14,0,14,14,11,70,0,14,14,52,14,32,40,60,52,30,18,51,51,31,41,14,41,38,79,92,27,93,79,45,14,43,48,38,71,41,27,35,48,51,41,58,49,33,16,38,14,14
2013-12,61910,95,75,64,79,72,76,79,31,79,65,0,79,79,0,79,0,68,0,64,11,0,61,78,0,32,0,0,0,45,23,48,92,0,0,31,38,98,0,53,100,24,0,0,23,0,0,27,0,0,23,0,0,14,89,0,0,0,26,0,36,34,78,48,15,37,61,61,20,62,0,46,30,42,100,18,47,69,34,0,44,65,95,61,50,73,28,41,62,45,58,100,33,55,38,0,0
2014-01,35584,88,57,76,65,58,66,65,26,65,39,0,65,65,0,65,0,61,0,31,15,0,34,85,0,55,0,0,0,47,31,81,40,0,0,35,62,100,0,34,64,34,0,0,31,0,0,36,0,0,0,0,0,18,57,0,0,0,50,0,43,51,57,65,29,26,48,48,0,19,0,54,36,75,64,51,19,21,32,0,58,76,65,92,49,60,20,26,19,64,18,16,62,67,36,0,0
2014-02,34906,85,30,32,77,40,67,77,20,77,36,38,77,77,43,77,43,36,43,65,16,43,77,80,43,32,43,43,43,23,16,75,76,43,43,39,55,71,43,81,76,24,43,43,30,43,43,38,43,43,24,43,43,57,79,0,43,43,52,43,23,68,50,65,30,0,72,72,20,41,43,31,23,72,75,46,100,34,92,43,37,43,47,46,73,27,42,55,51,91,20,66,33,39,76,43,43
2014-03,51447,83,37,38,66,67,73,66,21,66,48,0,66,66,0,66,0,64,0,57,18,0,72,88,0,29,0,0,0,48,40,82,49,0,0,33,57,92,0,48,88,44,0,0,28,0,0,29,0,0,0,0,0,100,61,0,0,0,46,0,41,36,28,32,14,16,100,100,0,18,0,60,13,44,87,57,78,41,30,0,33,19,46,64,44,82,44,24,46,40,34,44,15,42,26,0,0
2014-04,49101,80,64,20,70,27,66,70,42,70,28,0,70,70,27,70,27,57,27,0,18,27,48,97,27,43,27,27,27,47,40,67,52,27,27,36,54,87,27,34,78,23,27,27,35,27,27,36,27,27,67,27,27,35,56,0,27,27,0,27,52,32,47,65,43,0,29,29,19,39,27,68,22,18,78,0,38,76,0,27,41,41,37,24,58,26,33,45,19,72,18,39,23,37,46,27,27
2014-05,42876,78,64,30,70,61,50,70,19,70,22,0,70,70,0,70,0,30,0,30,12,0,52,85,0,36,0,0,0,47,15,59,28,0,0,31,31,70,0,59,76,34,0,0,28,0,0,25,0,0,22,0,0,23,47,0,0,0,37,0,34,38,46,68,21,34,57,57,19,13,0,63,36,39,75,8,25,63,32,0,17,25,24,57,32,25,39,52,19,78,36,31,23,29,35,0,0
2014-06,36842,80,54,17,75,64,47,75,41,75,31,0,75,75,30,75,30,67,30,0,16,30,42,77,30,20,30,30,30,38,24,75,61,30,30,29,45,65,30,46,71,25,30,30,29,30,30,73,30,30,0,30,30,41,37,0,30,30,54,30,43,14,44,59,24,28,64,64,21,21,30,59,40,35,70,0,21,35,23,30,13,22,49,48,33,9,51,43,21,39,60,17,43,32,49,30,30
2014-07,46104,80,38,27,68,47,51,68,36,68,18,0,68,68,29,68,29,36,29,32,21,29,61,95,29,52,29,29,29,23,13,66,72,29,29,31,57,79,29,36,59,37,29,29,34,29,29,49,29,29,47,29,29,30,41,0,29,29,26,29,41,40,50,53,91,46,41,41,0,14,29,62,8,60,59,37,80,57,23,29,12,38,26,41,36,27,49,27,31,42,58,25,0,0,19,29,29
2014-08,34221,70,34,43,56,44,45,56,52,56,48,0,56,56,28,56,28,36,28,0,24,28,56,75,28,32,28,28,28,36,13,60,38,28,28,31,45,67,28,18,47,61,28,28,30,28,28,33,28,28,24,28,28,29,27,0,28,28,52,28,23,34,46,36,23,37,61,61,21,41,28,62,15,53,46,27,20,34,45,28,0,65,52,36,38,64,64,41,20,38,39,50,0,55,10,28,28
2014-09,26072,79,36,15,57,66,68,57,49,57,92,0,57,57,0,57,0,43,0,31,20,0,29,62,0,19,0,0,0,26,19,51,8,0,0,28,45,61,0,17,47,47,0,0,29,0,0,21,0,0,23,0,0,16,48,28,0,0,25,0,53,26,28,35,22,18,59,59,20,20,0,50,29,70,47,44,45,44,99,0,24,57,29,35,52,62,20,53,79,70,0,24,48,30,37,0,0
2014-10,39750,77,24,20,46,90,52,46,26,46,33,0,46,46,26,46,26,30,26,30,19,26,42,72,26,24,26,26,26,34,27,47,62,26,26,31,46,51,26,41,68,56,26,26,32,26,26,20,26,26,22,26,26,15,31,100,26,26,48,26,38,31,72,26,28,34,57,57,38,44,26,86,28,62,67,42,43,42,42,26,40,35,36,52,32,17,13,57,38,59,18,31,46,36,35,26,26
2014-11,34491,80,68,46,51,82,61,51,49,51,34,0,51,51,0,51,0,27,0,0,23,0,58,83,0,24,0,0,0,34,22,88,76,0,0,30,45,83,0,0,44,81,0,0,34,0,0,31,0,0,44,0,0,18,41,21,0,0,25,0,74,51,64,73,14,35,39,39,19,20,0,54,29,47,44,9,32,54,64,0,18,20,28,58,41,52,47,32,39,36,18,31,23,60,18,0,0
2014-12,53727,84,46,75,59,47,52,59,59,59,33,0,59,59,0,59,0,56,0,75,26,0,33,99,0,60,0,0,0,38,21,60,47,0,0,50,36,70,0,50,74,34,0,0,40,0,0,40,0,0,0,0,0,17,70,13,0,0,72,0,51,44,53,42,21,34,48,48,19,26,0,58,57,56,73,9,37,64,64,0,17,25,28,62,62,68,40,71,38,46,36,31,100,51,18,0,0
2015-01,41532,81,62,34,62,43,67,62,62,62,38,34,62,62,13,62,13,55,13,88,29,13,70,100,13,29,13,13,13,50,9,62,73,13,13,44,51,69,13,41,61,11,13,13,49,13,13,20,13,13,0,13,13,20,54,0,13,13,24,13,50,55,62,55,28,33,65,65,37,12,13,66,7,52,60,42,67,41,41,13,17,29,39,51,40,25,58,56,37,45,53,30,45,57,78,13,13
2015-02,20534,68,61,21,50,55,47,50,53,50,34,0,50,50,27,50,27,54,27,46,35,27,34,83,27,12,27,27,27,30,16,51,24,27,27,32,63,64,27,43,31,12,27,27,48,27,27,16,27,27,0,27,27,21,42,0,27,27,25,27,31,39,44,54,29,35,39,39,20,13,27,49,22,62,31,35,51,33,43,27,30,21,8,24,45,26,13,33,29,51,74,24,31,68,28,27,27
2015-03,48325,75,49,28,62,31,51,62,24,62,52,0,62,62,49,62,49,14,49,56,34,49,53,92,49,22,49,49,49,39,11,74,80,49,49,33,74,72,49,39,62,32,49,49,48,49,49,14,49,49,20,49,49,18,44,0,49,49,0,49,36,23,43,38,40,16,44,44,27,18,49,53,40,36,62,31,29,49,59,49,5,28,26,40,44,47,30,54,44,33,67,36,50,20,8,49,49
2015-04,49318,81,45,34,58,23,70,58,65,58,60,0,58,58,26,58,26,37,26,0,39,26,56,95,26,41,26,26,26,37,30,77,69,26,26,30,67,29,26,66,84,22,26,26,43,26,26,25,26,26,22,26,26,17,54,7,26,26,24,26,50,62,36,70,35,67,47,47,19,13,26,85,42,28,83,25,61,21,83,26,17,44,43,56,52,33,26,69,38,55,36,38,45,57,35,26,26
2015-05,42251,73,35,14,52,46,43,52,17,52,10,0,52,52,0,52,0,31,0,28,41,0,52,83,0,33,0,0,0,27,19,50,29,0,0,24,45,40,0,15,49,42,0,0,40,0,0,37,0,0,20,0,0,10,31,0,0,0,22,0,31,75,49,14,26,55,26,26,0,64,0,44,32,36,49,16,23,58,19,0,69,14,33,31,29,8,18,41,35,77,0,14,28,27,33,0,0
2015-06,32468,74,60,24,60,29,54,60,39,60,42,0,60,60,0,60,0,25,0,58,41,0,50,76,0,11,0,0,0,28,12,58,49,0,0,27,56,42,0,24,45,44,0,0,41,0,0,14,0,0,0,0,0,8,36,0,0,0,23,0,49,60,47,54,13,49,36,36,18,12,0,46,27,30,44,24,71,30,40,0,33,48,42,27,44,32,19,42,27,40,0,44,0,62,17,0,0
2015-07,45295,85,63,36,59,52,50,59,20,59,25,0,59,59,36,59,36,31,36,81,54,36,56,99,36,11,36,36,36,23,16,51,53,36,36,26,62,74,36,46,59,10,36,36,48,36,36,27,36,36,20,36,36,12,47,0,36,36,22,36,39,40,71,34,26,69,43,43,26,11,36,82,13,76,58,15,28,29,95,36,31,45,39,56,59,31,35,46,34,79,32,28,0,39,32,36,36
2015-08,36340,72,65,17,57,53,37,57,61,57,53,0,57,57,23,57,23,23,23,53,56,23,37,79,23,31,23,23,23,37,21,67,38,23,23,24,66,51,23,44,59,30,23,23,45,23,23,27,23,23,58,23,23,15,30,0,23,23,53,23,41,38,46,30,12,37,17,17,50,33,23,71,25,58,58,7,48,37,28,23,20,31,35,29,59,37,57,22,58,46,16,13,13,32,15,23,23
2015-09,33592,75,40,39,59,41,59,59,36,59,44,0,59,59,0,59,0,30,0,26,46,0,33,72,0,68,0,0,0,52,27,51,55,0,0,26,61,65,0,15,47,10,0,0,42,0,0,49,0,0,19,0,0,11,40,6,0,0,42,0,34,33,44,33,0,45,17,17,17,17,0,42,44,34,47,23,77,19,65,0,20,22,21,59,30,60,12,62,25,77,48,20,27,39,47,0,0
2015-10,55731,83,53,38,68,80,58,68,41,68,28,0,68,68,0,68,0,35,0,38,54,0,48,77,0,30,0,0,0,43,36,46,43,0,0,28,68,68,0,49,83,19,0,0,48,0,0,47,0,0,0,0,0,13,71,0,0,0,61,0,29,21,69,22,12,29,96,96,16,32,0,89,42,53,82,29,57,27,53,0,39,34,23,48,48,43,72,54,32,41,15,45,32,37,22,0,0
2015-11,49651,95,81,36,69,57,70,69,43,69,54,0,69,69,12,69,12,37,12,27,62,12,50,83,12,11,12,12,12,19,19,74,87,12,12,36,89,39,12,45,58,31,12,12,54,12,12,54,12,12,58,12,12,11,75,0,12,12,21,12,61,33,79,43,31,38,34,34,25,40,12,34,13,38,57,38,55,28,37,12,15,67,71,42,31,45,47,68,42,44,32,14,41,78,47,12,12
2015-12,74373,95,76,35,74,100,77,74,32,74,34,0,74,74,12,74,12,16,12,26,54,12,62,81,12,31,12,12,12,59,24,92,65,12,12,33,88,58,12,73,60,0,12,12,56,12,12,53,12,12,77,12,12,8,90,0,12,12,53,12,82,16,72,56,25,22,42,42,17,61,12,71,50,71,59,52,70,37,55,12,60,44,31,58,45,89,11,78,100,64,63,27,40,51,31,12,12
2016-01,57072,91,79,51,60,60,62,60,69,60,52,33,60,60,62,60,62,21,62,56,63,62,97,84,62,17,62,62,62,55,20,84,51,62,62,35,87,55,62,31,55,32,62,62,67,62,62,28,62,62,41,62,62,7,92,0,62,62,23,62,64,41,53,46,27,16,35,35,35,36,62,45,7,65,54,47,63,49,30,62,64,47,22,80,53,24,98,66,27,53,17,14,79,55,49,62,62
2016-02,32694,83,71,58,68,45,64,68,67,68,43,0,68,68,25,68,25,40,25,58,63,25,100,89,25,17,25,25,25,45,17,78,56,25,25,31,74,35,25,32,63,33,25,25,61,25,25,48,25,25,63,25,25,15,69,0,25,25,58,25,45,42,73,40,20,33,73,73,18,37,25,73,27,20,62,33,36,51,20,25,17,24,27,46,53,65,57,80,46,44,35,30,29,49,34,25,25
2016-03,60460,85,58,43,67,61,61,67,39,67,39,30,67,67,0,67,0,46,0,52,59,0,90,77,0,21,0,0,0,40,26,65,34,0,0,32,78,64,0,58,59,20,0,0,67,0,0,31,0,0,19,0,0,11,75,0,0,0,52,0,37,22,55,33,25,44,16,16,41,33,0,100,24,46,59,37,65,37,46,0,15,39,35,74,37,74,40,77,17,52,62,13,60,82,31,0,0
2016-04,64086,85,98,19,55,48,54,55,28,55,80,0,55,55,0,55,0,40,0,29,65,0,68,76,0,23,0,0,0,73,23,71,53,0,0,27,78,38,0,48,69,43,0,0,62,0,0,63,0,0,21,0,0,14,56,0,0,0,23,0,82,60,57,22,20,49,37,37,18,31,0,74,21,50,68,16,65,40,61,0,16,29,34,73,39,24,44,56,37,61,52,15,44,77,17,0,0
2016-05,52815,79,78,37,58,41,47,58,38,58,46,33,58,58,12,58,12,35,12,28,66,12,44,67,12,17,12,12,12,31,28,54,55,12,12,23,87,27,12,23,56,11,12,12,59,12,12,66,12,12,40,12,12,9,44,0,12,12,22,12,59,41,49,56,26,24,35,35,35,18,12,80,26,46,55,63,40,49,39,12,21,42,37,66,28,24,49,35,53,49,33,14,28,47,16,12,12
2016-06,39183,83,43,33,62,54,42,62,62,62,42,100,62,62,13,62,13,35,13,28,63,13,58,64,13,56,13,13,13,36,17,66,44,13,13,26,74,17,13,31,44,0,13,13,56,13,13,33,13,13,0,13,13,8,42,0,13,13,46,13,44,24,44,32,13,40,89,89,0,18,13,81,27,56,44,24,76,30,100,13,22,19,41,67,42,16,37,60,63,50,85,22,15,28,58,13,13
2016-07,47868,85,65,20,51,46,47,51,54,51,60,0,51,51,13,51,13,40,13,89,57,13,60,64,13,12,13,13,13,29,24,44,61,13,13,24,100,50,13,33,44,22,13,13,60,13,13,45,13,13,22,13,13,5,37,0,13,13,47,13,46,49,45,33,14,17,37,37,19,38,13,66,28,62,44,50,49,83,62,13,34,15,51,70,54,25,32,44,37,90,35,15,15,50,17,13,13
2016-08,33374,73,53,20,45,51,38,45,67,45,61,35,45,45,40,45,40,41,40,0,53,40,48,58,40,24,40,40,40,38,24,75,39,40,40,22,54,33,40,25,42,46,40,40,56,40,40,61,40,40,0,40,40,7,39,0,40,40,0,40,64,13,60,34,21,17,0,0,0,26,40,39,35,18,42,34,56,32,43,40,29,60,20,53,41,34,46,13,19,18,36,23,15,44,18,40,40
2016-09,35294,80,63,25,57,64,60,57,22,57,55,0,57,57,0,57,0,37,0,30,60,0,38,55,0,24,0,0,0,38,33,70,31,0,0,22,62,41,0,8,55,69,0,0,58,0,0,40,0,0,65,0,0,7,45,0,0,0,24,0,47,56,46,34,14,43,19,19,29,32,0,48,28,64,55,26,50,21,63,0,12,50,20,62,34,26,39,13,29,49,0,31,16,29,18,0,0
2016-10,54047,86,67,38,56,52,48,56,50,56,80,0,56,56,25,56,25,25,25,29,53,25,55,56,25,34,25,25,25,49,29,87,45,25,25,21,83,18,25,16,71,11,25,25,55,25,25,34,25,25,21,25,25,4,66,0,25,25,81,25,53,36,73,65,14,33,36,36,18,24,25,83,27,40,70,33,60,10,30,25,22,29,38,55,51,33,44,43,18,71,0,22,22,63,51,25,25
2016-11,48824,99,54,56,70,69,75,70,60,70,40,36,70,70,40,70,40,34,40,61,72,40,43,73,40,37,40,40,40,34,43,71,48,40,40,29,94,30,40,42,56,35,40,40,74,40,40,21,40,40,0,40,40,3,83,0,40,40,49,40,56,64,47,57,43,87,38,38,39,45,40,49,14,43,56,17,50,64,21,40,29,25,45,82,31,60,47,78,39,54,18,55,39,45,27,40,40
2016-12,68898,90,64,24,58,51,70,58,81,58,85,50,58,58,25,58,25,32,25,29,75,25,50,83,25,23,25,25,25,36,29,69,45,25,25,25,63,42,25,40,83,11,25,25,70,25,25,34,25,25,21,25,25,6,85,0,25,25,46,25,53,30,92,22,27,49,18,18,37,24,25,78,27,71,82,49,48,10,40,25,28,24,38,100,47,41,69,55,55,64,17,29,29,42,0,25,25
2017-01,41215,89,43,28,63,61,65,63,56,63,74,0,63,63,38,63,38,28,38,43,86,38,54,68,38,40,38,38,38,56,20,77,52,38,38,29,81,52,38,71,70,76,38,38,93,38,38,48,38,38,21,38,38,6,67,0,38,38,46,38,44,59,47,50,40,24,36,36,0,48,38,95,27,53,69,32,41,10,40,38,22,52,11,67,45,24,62,60,36,60,17,15,29,48,50,38,38
