date,arrival,Hong kong,Hong kong dollar,Sheung Wan ,Tai Ping Shan Street,Hong kong central,Hong Kong Disneyland,hong kong dollar to rmb,hkd to usd,Hong Kong cuisine,hong kong food,hong kong yum cha,hong kong best food,hong kong chinese food,hong kong food blog,hong kong hotel,silka hotel hong kong,hotel hong kong kowloon,crowne plaza hong kong kowloon east,Grand Hyatt Hong Kong,airbnb,hong kong accommodation,flights to hong kong,cathay pacific,hong kong to macau travel time,hong kong macau ferry,hong kong airport to macau,hong kong ferry terminal,ferry macau to hong kong airport,hong kong ferry,hongkong macau,hong kong airport,hong kong airport express,hong kong mtr hours,hong kong Transportation ,air asia,Hong Kong Airlines,agoda hong kong,asia travel hong kong,ocean park hong kong,hong kong map,singapore to hong kong,china mainland to hong kong,hong kong light show,skyscanner,ladies market hong kong opening hours,Shopping in Hong Kong,citygate outlet,hong kong shopping festival,hong kong casino,what to do in hong kong,nightlife hong kong,hong kong clubs,lan kwai fong,hong kong weather,occupy central,hongkong customs,hong kong cheap flight,Avenue of Stars,travel Tsim Sha Tsui,hong kong dollar to,hong kong currency,hong kong restaurant,hong kong travel,travel to Hong Kong,hong kong michelin,hong kong hotel central,hong kong hotel central.1,hong kong macao,hong kong asian,Hong Kong television drama,thai to hong kong,macau to hong kong,china hong kong,map hong kong,taiwan hong kong,japan hong kong,korea hong kong,mobile hong kong,eat hong kon,US hong kong,UK hong kong,shopping hong kong,street hong kong,price hong kong,ticket hong kong,train hong kong,bus hong kong,taxi hong kong,holiday hong kong,festival hong kong,hot hong kong,temperature hong kong,bar hong kong,air asia Hong Kong,Yum cha,Hong Kong Convention and Exhibition Centre
2012-11,77927,88,58,59,62,77,73,62,15,54,58,0,44,37,63,90,62,90,62,61,9,70,65,67,62,72,43,80,92,58,64,76,42,62,62,27,77,49,62,100,77,66,62,62,16,62,80,39,62,62,57,62,62,49,75,0,62,63,62,62,67,80,86,93,53,34,54,54,74,97,62,78,49,59,85,91,78,74,56,62,26,61,65,57,67,68,49,64,60,69,54,76,69,62,62,62,36
2012-12,101170,82,48,65,74,58,66,74,24,0,76,0,45,56,21,63,74,69,74,62,7,54,59,74,74,54,38,93,56,72,100,78,32,74,74,21,52,55,74,82,62,74,74,74,16,74,100,100,74,74,79,74,74,35,75,0,74,48,36,74,52,91,78,52,49,42,73,73,25,64,74,0,100,75,68,89,80,78,57,74,46,31,86,65,67,46,36,56,61,52,35,89,59,40,74,74,37
2013-01,53969,73,35,47,61,66,49,61,41,100,48,39,27,34,58,57,61,71,61,45,9,57,70,60,61,27,40,32,51,36,45,57,72,61,61,26,62,67,61,31,51,58,61,61,17,61,50,18,61,61,43,61,61,26,50,0,61,58,49,61,19,58,79,59,48,35,33,33,45,47,61,43,45,62,48,58,58,61,68,61,59,91,53,53,56,28,38,53,55,45,36,76,51,32,61,61,100
2013-02,33980,72,42,40,83,36,51,83,25,57,50,29,55,39,44,54,83,57,83,38,10,28,65,59,83,30,28,36,19,46,47,56,33,83,83,22,54,55,83,37,39,59,83,83,15,83,38,31,83,83,38,83,83,20,42,0,83,33,37,83,45,94,96,39,50,29,28,28,0,49,83,16,41,64,45,81,56,29,89,83,61,80,42,56,64,44,29,50,32,66,62,63,26,58,83,83,38
2013-03,68890,82,58,66,58,59,61,58,45,49,51,0,27,67,0,77,58,65,58,44,13,40,89,61,58,48,34,62,34,56,49,62,38,58,58,23,58,73,58,56,68,69,58,58,18,58,57,36,58,58,42,58,58,17,50,0,58,58,32,58,43,82,76,67,48,28,49,49,22,77,58,14,67,66,69,81,95,45,67,58,35,34,52,61,77,45,63,47,48,86,58,55,29,32,58,58,99
2013-04,46460,73,34,23,67,33,47,67,39,78,41,25,40,33,55,60,67,56,67,43,13,24,61,56,67,47,77,31,58,43,83,62,37,67,67,22,65,58,67,37,55,62,67,67,19,67,55,26,67,67,37,67,67,17,38,0,67,49,63,67,23,52,67,46,38,52,16,16,22,64,67,55,53,80,64,100,54,59,71,67,11,74,47,57,71,40,48,50,40,74,31,39,26,45,67,67,33
2013-05,49553,76,46,41,81,62,45,81,37,38,43,73,32,96,0,59,81,63,81,21,14,23,57,66,81,62,42,40,73,52,51,58,27,81,81,20,67,75,81,50,54,78,81,81,22,81,54,34,81,81,32,81,81,10,40,0,81,69,62,81,37,72,86,62,37,30,46,46,0,70,81,14,54,67,56,77,62,39,74,81,50,39,57,57,76,36,46,43,29,62,47,81,20,61,81,81,0
2013-06,59783,74,48,22,71,50,43,71,36,29,70,25,33,32,0,65,71,63,71,32,12,38,57,73,71,25,42,40,24,37,39,53,41,71,71,20,55,52,71,43,62,71,71,71,23,71,57,17,71,71,63,71,71,13,34,0,71,69,39,71,37,51,57,64,59,21,39,39,22,52,71,27,34,66,63,75,75,43,69,71,62,60,64,56,60,40,22,45,36,50,39,53,14,41,71,71,32
2013-07,43615,78,50,51,65,44,57,65,50,28,55,0,57,62,36,75,65,43,65,31,15,53,100,88,65,45,37,30,40,56,42,56,54,65,65,19,70,72,65,40,58,73,65,65,26,65,62,42,65,65,44,65,65,11,30,0,65,54,15,65,32,77,64,86,53,38,31,31,21,87,65,54,33,63,60,73,67,29,96,65,72,46,69,60,67,78,59,35,61,64,29,28,19,40,65,65,46
2013-08,45486,79,68,40,63,51,71,63,46,37,58,24,38,0,18,68,63,100,63,31,14,45,81,83,63,65,41,68,63,66,34,74,22,63,63,17,64,58,63,46,62,65,63,63,24,63,46,42,63,63,66,63,63,26,47,1,63,27,30,63,47,76,67,77,53,20,46,46,42,58,63,66,69,70,63,83,79,57,77,63,44,84,64,62,68,39,52,61,48,68,54,56,21,37,63,63,46
2013-09,49210,86,59,68,40,48,66,40,57,36,64,0,31,46,52,83,40,49,40,61,14,37,84,85,40,68,55,38,62,60,41,100,39,40,40,19,57,83,40,56,68,79,40,40,23,40,50,33,40,40,78,40,40,14,61,0,40,40,15,40,22,96,74,92,64,20,7,7,21,53,40,39,77,90,68,74,74,37,76,40,75,38,62,53,70,44,47,50,35,94,95,51,26,46,40,40,31
2013-10,56074,93,56,65,51,80,82,51,63,17,77,23,96,30,100,86,51,98,51,39,18,64,97,91,51,42,65,74,67,64,79,77,67,51,51,20,88,73,51,88,92,91,51,51,29,51,77,96,51,51,88,51,51,14,62,0,51,57,57,51,45,94,70,100,69,41,100,100,50,85,51,50,76,84,100,84,80,46,100,51,77,42,82,71,58,67,41,81,58,99,71,31,40,38,51,51,0
2013-11,85895,100,50,81,65,81,100,65,56,54,80,0,25,0,87,100,65,83,65,30,18,58,84,100,65,100,85,57,84,63,86,90,61,65,65,22,87,93,65,86,91,99,65,65,28,65,82,33,65,65,90,65,65,16,86,0,65,52,88,65,53,94,100,79,87,37,74,74,41,81,65,39,73,82,90,98,85,70,75,65,91,82,100,96,100,44,79,80,100,74,53,100,64,39,65,65,60
2013-12,107150,93,76,85,66,65,92,66,54,38,85,49,52,32,73,84,66,95,66,21,17,100,71,84,66,46,52,10,57,62,82,82,68,66,66,18,60,100,66,58,100,89,66,66,27,66,61,43,66,66,81,66,66,32,100,0,66,41,85,66,63,85,84,90,75,36,23,23,43,77,66,14,71,50,100,99,71,65,69,66,50,93,85,100,90,46,54,76,82,85,43,81,80,51,66,66,0
2014-01,54170,78,59,39,70,45,54,70,52,27,53,23,86,30,17,60,70,64,70,20,23,36,84,69,70,56,27,29,54,38,98,64,69,70,70,18,50,84,70,51,91,85,70,70,29,70,49,73,70,70,73,70,70,100,63,0,70,46,51,70,63,86,77,59,63,23,30,30,61,63,70,26,65,92,90,68,69,51,56,70,96,63,57,68,88,41,57,58,40,59,57,59,66,49,70,70,30
2014-02,46378,88,71,70,51,39,64,51,65,39,74,38,88,67,38,75,51,62,51,45,23,56,77,77,51,79,64,95,84,68,49,92,76,51,51,19,59,88,51,52,85,83,51,51,36,51,54,45,51,51,71,51,51,72,85,0,51,65,89,51,62,82,59,81,61,40,24,24,0,81,51,14,60,85,87,87,93,47,57,51,71,83,75,84,70,28,63,84,41,76,40,35,65,79,51,51,33
2014-03,80168,85,61,69,47,55,52,47,62,33,76,0,52,57,64,70,47,45,47,47,31,55,56,83,47,85,50,62,21,48,76,76,48,47,47,17,81,66,47,73,85,83,47,47,35,47,34,76,47,47,80,47,47,36,83,0,47,67,48,47,53,79,59,81,74,32,34,34,38,56,47,12,57,63,84,88,65,42,57,47,64,88,66,80,72,85,52,64,55,55,49,76,40,73,47,47,28
2014-04,53339,79,53,45,64,48,50,64,53,70,71,45,78,0,34,67,64,26,64,10,32,36,68,81,64,62,39,37,37,59,44,71,38,64,64,17,61,74,64,44,58,73,64,64,36,64,65,48,64,64,67,64,64,21,50,0,64,26,93,64,17,76,61,71,54,25,50,50,0,44,64,38,56,79,64,71,62,52,59,64,62,61,59,72,67,46,37,73,64,86,44,53,26,54,64,64,0
2014-05,60380,81,39,60,56,54,60,56,60,60,66,22,100,44,66,68,56,57,56,77,36,56,78,90,56,49,38,18,37,60,70,75,66,56,56,17,60,99,56,70,74,79,56,56,38,56,74,47,56,56,90,56,56,22,53,1,56,100,42,56,27,75,65,89,75,38,21,21,49,70,56,25,47,64,74,61,73,74,58,56,61,42,76,82,74,78,43,75,60,86,43,56,26,37,56,56,29
2014-06,74950,85,43,63,51,80,71,51,46,38,71,25,65,32,73,75,51,51,51,42,44,39,51,88,51,84,56,50,73,66,78,82,59,51,51,19,64,88,51,62,76,84,51,51,46,51,59,69,51,51,68,51,51,21,39,8,51,69,78,51,45,72,87,90,100,27,31,31,21,41,51,14,89,97,85,69,81,78,89,51,73,66,72,66,70,50,42,78,53,75,60,67,32,51,51,51,79
2014-07,48756,79,55,81,56,69,45,56,46,36,64,23,86,31,17,72,56,49,56,40,40,37,79,81,56,48,54,0,46,37,65,69,39,56,56,16,63,71,56,52,73,84,56,56,39,56,45,49,56,56,60,56,56,17,35,5,56,33,66,56,42,78,49,79,40,40,30,30,51,63,56,52,39,82,72,78,61,55,89,56,43,57,60,76,61,50,58,46,50,64,45,64,14,62,56,56,90
2014-08,43405,73,50,49,53,51,57,53,48,18,58,23,61,0,34,66,53,59,53,100,46,29,53,82,53,55,44,19,69,52,49,61,56,53,53,18,54,77,53,43,60,78,53,53,42,53,58,32,53,53,90,53,53,15,28,0,53,33,44,53,49,72,56,70,55,23,59,59,31,73,53,51,29,72,54,77,71,53,61,53,74,62,53,78,43,37,59,51,56,66,57,45,16,71,53,53,60
2014-09,54272,91,78,62,57,82,60,57,68,44,79,0,60,89,84,86,57,69,57,78,49,56,69,78,57,69,70,55,90,49,56,69,96,57,57,17,71,90,57,62,84,88,57,57,46,57,46,32,57,57,71,57,57,15,53,45,57,57,43,57,100,76,66,80,57,28,36,36,100,88,57,63,68,99,87,88,84,42,86,57,88,85,48,87,91,27,77,73,36,90,59,62,25,73,57,57,44
2014-10,57535,100,62,100,50,100,52,50,49,17,64,0,23,0,16,61,50,46,50,57,46,0,57,77,50,82,76,89,58,72,27,85,65,50,50,18,54,57,50,69,70,74,50,50,46,50,57,62,50,50,81,50,50,15,47,100,50,68,49,50,64,80,57,95,97,27,7,7,39,66,50,73,45,96,77,75,100,62,44,50,60,41,45,68,79,41,62,70,47,65,61,94,26,61,50,50,28
2014-11,72431,87,64,93,52,71,66,52,78,53,64,23,18,30,51,66,52,62,52,39,51,36,70,94,52,70,100,19,83,59,68,79,25,52,52,19,50,74,52,66,94,92,52,52,51,52,52,96,52,52,55,52,52,15,72,29,52,70,65,52,83,80,58,79,69,30,29,29,90,62,52,25,64,87,86,84,88,100,91,52,42,80,58,79,58,55,62,48,76,60,28,49,48,73,52,52,29
2014-12,92127,80,62,70,63,37,54,63,76,35,73,0,61,30,0,52,63,40,63,50,46,36,62,80,63,39,57,47,53,42,44,62,72,63,63,100,57,59,63,58,77,91,63,63,48,63,72,32,63,63,68,63,63,13,73,18,63,52,73,63,56,71,70,66,51,28,7,7,40,59,63,38,43,65,78,74,68,57,79,63,42,43,76,82,61,46,50,66,28,47,40,58,48,64,63,63,30
2015-01,51303,73,66,84,49,28,48,49,61,49,66,21,45,42,48,52,49,42,49,9,62,40,60,90,49,26,45,18,35,30,53,67,40,49,49,54,54,72,49,31,54,73,49,49,57,49,34,75,49,49,59,49,49,17,46,3,49,36,74,49,58,61,56,62,48,0,14,14,57,100,49,12,45,59,57,67,55,64,78,49,59,41,41,77,75,55,47,71,26,44,30,63,37,78,49,49,55
2015-02,28273,65,51,50,56,41,32,56,70,69,48,0,47,66,0,33,56,24,56,44,55,32,51,83,56,22,19,21,34,32,18,39,42,56,56,17,48,42,56,10,32,61,56,56,48,56,37,0,56,56,42,56,56,12,34,2,56,29,32,56,35,53,46,35,43,12,16,16,45,65,56,56,54,67,37,60,61,33,61,56,35,62,29,61,56,45,35,37,27,73,40,50,28,75,56,56,33
2015-03,57861,73,69,48,42,58,60,42,70,33,64,0,67,0,47,56,42,41,42,28,70,53,80,92,42,58,44,61,42,45,59,61,55,42,42,16,56,45,42,51,54,74,42,42,56,42,50,15,42,42,78,42,42,14,52,3,42,59,60,42,57,78,64,72,47,18,34,34,56,60,42,35,50,82,58,52,63,43,42,42,39,52,44,75,77,40,46,60,51,58,11,66,28,73,42,42,27
2015-04,49091,77,76,85,60,62,46,60,79,25,72,43,52,28,48,57,60,24,60,38,75,27,77,85,60,52,58,62,43,65,61,53,32,60,60,15,48,83,60,56,66,81,60,60,55,60,62,53,60,60,76,60,60,14,48,0,60,61,41,60,75,82,68,74,48,24,14,14,57,49,60,48,66,100,67,55,66,46,35,60,30,35,69,81,81,44,52,72,38,100,23,85,26,76,60,60,70
2015-05,55532,78,72,73,53,40,57,53,72,33,64,21,33,28,62,66,53,64,53,18,81,40,50,88,53,32,52,17,42,33,63,72,63,53,53,16,56,74,53,54,65,77,53,53,58,53,47,44,53,53,78,53,53,12,46,1,53,42,47,53,73,60,84,85,50,10,13,13,18,76,53,58,70,58,70,52,71,65,47,53,63,51,49,85,86,26,48,66,51,93,29,49,28,100,53,53,27
2015-06,65975,75,76,57,49,53,55,49,71,43,67,0,58,29,16,52,49,39,49,19,74,28,63,71,49,45,38,63,29,48,62,64,61,49,49,15,47,55,49,42,63,63,49,49,57,49,43,31,49,49,77,49,49,11,33,2,49,43,70,49,60,57,74,98,82,29,35,35,39,70,49,61,47,73,62,91,58,91,66,49,75,30,55,77,56,47,38,74,59,92,35,77,25,58,49,49,43
2015-07,43733,67,55,69,43,52,34,43,60,44,65,19,45,74,42,45,43,39,43,16,74,24,60,65,43,35,43,31,56,41,86,63,45,43,43,13,45,49,43,32,57,62,43,43,54,43,23,26,43,43,59,43,43,11,37,1,43,74,30,43,72,60,52,56,38,9,18,18,25,60,43,21,38,72,58,61,53,55,91,43,69,56,46,70,54,38,35,43,43,52,40,33,11,74,43,43,49
2015-08,44640,64,62,67,47,67,43,47,77,29,54,0,34,24,55,49,47,21,47,16,79,17,67,61,47,50,46,38,43,41,65,56,34,47,47,13,53,67,47,43,64,70,47,47,52,47,39,52,47,47,51,47,47,9,34,3,47,62,35,47,50,70,57,58,41,22,29,29,32,69,47,10,50,75,62,69,75,54,45,47,68,30,32,65,71,30,37,35,35,87,42,40,12,72,47,47,24
2015-09,51521,67,63,78,52,56,55,52,60,41,61,18,38,47,26,56,52,63,52,15,73,11,64,58,52,37,55,15,76,42,53,61,53,52,52,14,52,59,52,36,54,72,52,52,50,52,57,12,52,52,82,52,52,9,38,2,52,50,34,52,62,66,56,73,52,22,17,17,55,51,52,40,56,50,54,68,71,38,54,52,41,53,40,65,51,36,24,51,38,98,78,66,20,65,52,52,46
2015-10,53164,83,63,70,35,54,70,35,74,71,77,0,93,48,82,76,35,50,35,48,90,23,91,74,35,57,39,45,36,69,48,84,69,35,35,18,51,84,35,60,87,88,35,35,63,35,39,52,35,35,95,35,35,15,58,1,35,78,52,35,53,92,82,87,63,18,29,29,16,50,35,51,82,65,84,67,82,36,56,35,38,55,52,90,82,100,46,76,77,98,90,43,44,98,35,35,48
2015-11,78510,88,71,74,43,70,68,43,75,30,81,39,47,51,58,66,43,44,43,25,84,25,67,80,43,67,60,56,45,67,62,90,62,43,43,18,63,74,43,55,69,93,43,43,66,43,63,89,43,43,72,43,43,9,84,0,43,88,62,43,62,71,87,75,57,57,19,19,34,59,43,54,65,86,88,89,71,62,63,43,49,32,60,87,77,64,64,86,71,90,31,34,57,90,43,43,51
2015-12,95808,81,81,71,57,64,60,57,84,31,90,20,59,93,30,55,57,33,57,9,82,25,79,70,57,66,35,83,47,53,43,65,64,57,57,16,54,54,57,73,69,90,57,57,66,57,51,71,57,57,79,57,57,13,78,1,57,69,58,57,59,100,70,87,66,37,19,19,36,79,57,23,55,67,76,91,70,59,70,57,37,33,60,84,81,58,61,91,87,48,28,79,72,71,57,57,26
2016-01,56449,76,77,53,65,40,50,65,84,24,72,41,38,54,46,49,65,16,65,18,81,32,78,55,65,39,31,25,41,40,58,55,31,65,65,17,49,46,65,34,76,72,65,65,65,65,40,36,65,65,38,65,65,12,84,0,65,64,65,65,56,64,65,46,63,25,20,20,36,46,65,11,32,84,68,94,71,72,49,65,28,50,43,85,71,33,54,71,47,38,29,56,100,63,65,65,27
2016-02,32748,73,80,68,63,43,40,63,81,17,60,22,41,58,33,45,63,18,63,0,78,49,56,59,63,49,47,54,37,48,59,52,25,63,63,15,44,35,63,32,54,69,63,63,57,63,39,16,63,63,62,63,63,6,55,3,63,82,21,63,68,73,80,56,53,14,14,14,20,20,63,12,61,54,56,58,63,57,40,63,71,66,34,76,81,36,37,59,39,79,51,57,39,72,63,63,0
2016-03,62466,75,81,55,39,62,53,39,84,52,78,38,71,50,57,50,39,28,39,50,88,24,54,60,39,62,33,31,44,40,54,67,57,39,39,16,53,62,39,51,59,58,39,39,65,39,42,13,39,39,67,39,39,9,68,0,39,32,42,39,87,45,60,58,62,9,24,24,67,55,39,32,42,78,64,67,70,47,31,39,61,52,50,83,64,65,44,52,44,86,34,49,65,86,39,39,37
2016-04,54218,76,62,60,54,67,54,54,95,46,61,30,48,39,15,59,54,38,54,26,92,12,65,61,54,41,31,24,39,54,56,66,59,54,54,14,57,33,54,37,58,83,54,54,67,54,28,14,54,54,77,54,54,8,55,1,54,50,31,54,76,64,64,59,51,12,44,44,17,69,54,33,61,49,57,70,69,58,60,54,27,21,47,81,79,54,49,72,40,69,52,70,37,72,54,54,51
2016-05,55998,73,76,64,51,67,66,51,79,30,68,38,51,25,14,49,51,40,51,17,89,12,61,62,51,46,22,55,38,42,57,76,61,51,51,15,55,50,51,48,68,77,51,51,67,51,44,41,51,51,64,51,51,6,40,1,51,54,36,51,76,51,72,59,43,23,43,43,76,41,51,21,52,65,71,74,86,66,54,51,49,52,48,91,65,44,47,66,54,69,27,26,46,62,51,51,25
2016-06,62470,72,77,64,44,53,56,44,82,31,72,100,42,52,15,46,44,39,44,9,87,13,55,67,44,55,42,49,46,47,35,65,37,44,44,16,52,37,44,35,65,76,44,44,63,44,42,35,44,44,70,44,44,6,31,0,44,34,25,44,64,53,57,63,44,34,32,32,26,30,44,22,49,67,56,70,58,55,44,44,46,38,45,70,61,52,36,66,56,59,38,27,30,73,44,44,26
2016-07,40260,66,62,55,56,47,33,56,82,15,58,20,58,39,30,40,56,32,56,17,75,44,63,58,56,38,39,41,59,32,32,52,22,56,56,14,47,28,56,26,39,63,56,56,65,56,31,28,56,56,52,56,56,10,28,1,56,51,44,56,64,41,61,42,31,100,26,26,62,51,56,33,42,64,41,53,73,65,20,56,28,92,30,100,53,41,40,50,21,29,35,55,14,48,56,56,0
2016-08,37178,67,50,49,40,45,40,40,73,31,60,40,48,27,15,43,40,16,40,35,75,19,71,51,40,31,23,25,53,37,35,49,34,40,40,12,42,54,40,22,52,72,40,40,64,40,32,14,40,40,37,40,40,6,35,0,40,57,19,40,43,42,59,47,38,96,13,13,27,43,40,45,39,69,53,50,42,39,41,40,42,55,42,81,63,41,41,53,35,43,39,32,14,45,40,40,26
2016-09,53630,74,62,56,39,45,47,39,87,0,62,21,70,0,30,58,39,26,39,44,81,51,91,59,39,48,51,66,34,54,21,49,38,39,39,14,52,43,39,32,53,92,39,39,72,39,32,21,39,39,49,39,39,8,38,1,39,75,39,39,69,54,60,64,52,72,19,19,27,31,39,34,63,70,64,54,74,52,57,39,32,44,33,92,67,60,45,70,52,77,53,40,28,91,39,39,27
2016-10,51467,82,66,73,34,75,56,34,89,15,76,40,37,26,30,49,34,45,34,17,88,25,86,62,34,79,77,25,66,75,67,72,33,34,34,13,47,43,34,47,73,87,34,34,72,34,43,56,34,34,100,34,34,8,78,1,34,51,38,34,58,45,71,70,58,78,13,13,44,51,34,100,89,73,82,69,76,56,69,34,37,16,47,85,64,54,48,66,62,78,46,35,43,98,34,34,39
2016-11,74126,84,100,54,33,71,65,33,94,23,96,20,52,26,30,52,33,48,33,26,88,37,76,57,33,65,61,33,46,64,31,90,67,33,33,15,49,37,33,63,70,91,33,33,78,33,40,28,33,33,84,33,33,9,74,1,33,78,31,33,72,56,66,71,57,82,6,6,43,45,33,44,59,82,69,68,75,66,24,33,96,43,45,79,79,70,41,68,61,57,35,27,49,58,33,33,26
2016-12,92996,75,80,54,49,66,55,49,71,30,100,39,99,0,44,44,49,47,49,17,81,25,64,44,49,54,38,32,32,50,35,65,55,49,49,14,42,35,49,35,58,85,49,49,72,49,40,28,49,49,87,49,49,6,68,0,49,39,25,49,87,49,80,51,43,67,31,31,26,30,49,22,50,62,58,92,70,40,24,49,50,53,50,81,80,61,49,88,53,48,45,54,53,83,49,49,26
2017-01,42334,65,56,52,60,48,26,60,80,30,52,19,41,76,0,33,60,21,60,8,85,24,59,44,60,39,70,55,44,44,57,43,28,60,60,13,34,42,60,26,44,61,60,60,74,60,16,20,60,60,35,60,60,3,42,1,60,22,30,60,29,30,62,47,42,63,30,30,17,35,60,32,37,75,49,58,68,44,35,60,52,52,23,74,51,47,35,47,23,55,13,45,36,46,60,60,25
